DEPT,CAL_N,DPHI_N,DTC_N,SGR_N,NPHI_N,PE_N,POR_N,RESDEEP_N,RESSHAL_N,RHOB_N,SP_N,K_SDR_N_PRE,K_GD_N_PRE
5072.5,7.94,-0.082,54.06,55.3,0.068,4.7,0,412.15,2.389,2.85,95,1.07E-05,0.007772393
5073,7.88,-0.046,54.21,58.04,0.093,4.46,0,381.18,2.363,2.789,94.83,2.47E-06,0.01449979
5073.5,7.84,-0.021,53.64,53.79,0.067,4.52,0,394.21,2.441,2.746,94.53,1.94E-06,0.008007125
5074,7.82,-0.014,51.65,41.7,0.047,5.08,0,438.86,2.523,2.734,94.37,1.73E-06,0.00266306
5074.5,7.81,-0.014,50,34.51,0.042,5.3,0,455.56,2.582,2.734,94.37,2.27E-06,0.002802053
5075,7.77,-0.018,48.97,35.08,0.034,5.45,0,332.93,2.608,2.741,94,2.32E-06,0.002391018
5075.5,7.74,-0.019,48.64,23.17,0.036,5.57,0,175.83,2.608,2.742,93.75,2.83E-06,0.003263355
5076,7.73,-0.015,48.72,30.54,0.035,5.66,0,86.06,2.6,2.736,93.32,1.58E-06,0.009581514
5076.5,7.68,-0.015,48.77,26.57,0.037,5.66,0,43.33,2.591,2.736,93,2.01E-06,0.011516011
5077,7.69,-0.024,49.01,24.68,0.034,5.54,0,23.86,2.597,2.752,92.38,2.10E-06,0.004637919
5077.5,7.66,-0.031,49.23,15.61,0.029,5.36,0,14.65,2.402,2.762,91.88,7.06E-06,0.002598483
5078,7.64,-0.026,49.11,15.04,0.028,5.17,0,8.1,2.123,2.755,91.46,8.93E-06,0.001396345
5078.5,7.61,-0.004,50.73,29.6,0.047,4.93,0,4.97,1.889,2.716,91,2.99E-06,0.000908237
5079,7.59,0.04,54.66,22.04,0.131,4.61,0.097,4.27,1.631,2.642,90.43,0.000512882,0.114511512
5079.5,7.56,0.105,60.21,23.46,0.217,3.99,0.17,3.33,1.33,2.53,90.17,0.996326804,3.135229826
5080,7.52,0.159,65.61,19.39,0.373,3.62,0.287,1.7,1.049,2.437,90,208.2642212,73508.5625
5080.5,7.53,0.181,69.74,34.13,0.38,3.62,0.298,1.13,0.851,2.401,89.54,280.2013855,23343.74805
5081,7.53,0.174,71.36,27.99,0.322,3.55,0.259,0.94,0.711,2.413,89.46,118.3986053,691.9334106
5081.5,7.52,0.177,72.77,34.13,0.339,3.47,0.27,0.77,0.624,2.407,89.37,15.37996483,556.9970093
5082,7.5,0.196,73.05,20.15,0.405,3.4,0.318,0.69,0.561,2.376,89.42,1711.03186,112036.2109
5082.5,7.53,0.21,73.02,24.68,0.394,3.36,0.316,0.67,0.576,2.352,90,1912.902466,15332.14355
5083,7.53,0.213,72.4,15.23,0.401,3.37,0.321,0.75,0.637,2.346,89.83,8460.998047,5252.972168
5083.5,7.53,0.203,69.99,15.99,0.378,3.75,0.303,0.9,0.717,2.364,89.84,274066.1563,1306.415039
5084,7.52,0.18,66.66,20.24,0.332,4.05,0.267,1.03,0.833,2.402,90,1523059.625,663.2663574
5084.5,7.5,0.121,61.81,24.31,0.241,4.35,0.191,1.04,0.953,2.503,89.75,0.264628202,1645.288574
5085,7.53,0.055,56.91,18.26,0.064,4.65,0.06,1.74,1.308,2.616,90,1.63E-05,0.043057162
5085.5,7.57,-0.002,53.26,23.93,0.03,4.95,0,5.98,2.248,2.714,89.75,5.55E-06,0.00173298
5086,7.58,-0.028,49.48,29.98,0.047,5.32,0,10.34,3.293,2.757,89.58,1.29E-06,0.001770904
5086.5,7.58,-0.032,49.26,34.13,0.051,5.35,0,27.35,3.263,2.764,89.53,1.94E-06,0.00295399
5087,7.6,-0.023,50.75,31.11,0.06,5.17,0,58.6,3.104,2.749,89.37,1.13E-05,0.003392615
5087.5,7.64,-0.001,52.79,26.57,0.101,4.99,0,94.1,2.9,2.712,89.37,3.23E-05,0.003545279
5088,7.64,0.022,54.75,19.77,0.143,4.84,0.102,102.49,2.711,2.672,89.41,0.000102025,2.318663597
5088.5,7.62,0.05,55.98,14.86,0.145,4.81,0.108,79.08,2.581,2.624,89.37,0.000155556,0.24665615
5089,7.63,0.061,57.05,19.11,0.14,4.85,0.108,57.88,2.441,2.606,89.57,0.000440457,0.158578515
5089.5,7.62,0.052,57.38,26.57,0.138,5.12,0.104,46.48,2.323,2.621,89.71,0.002182464,1.929064512
5090,7.64,0.046,58.53,36.02,0.108,5.28,0.083,42.7,2.255,2.632,90,0.026775438,0.572539091
5090.5,7.6,0.055,59.37,28.46,0.137,5.15,0.104,29.68,2.168,2.617,90,1.709017515,12.5680027
5091,7.55,0.079,60.85,22.79,0.168,4.99,0.131,32.81,2.085,2.575,90,4.227570057,2.510900021
5091.5,7.53,0.094,61.99,13.34,0.187,4.83,0.148,26.51,1.923,2.549,90,8.487076759,0.341703683
5092,7.54,0.103,62.71,10.32,0.211,4.7,0.166,16.92,1.624,2.534,90,18.18663979,0.509114265
5092.5,7.5,0.101,61.67,8.81,0.188,4.59,0.151,11.95,1.441,2.537,90,2.877006054,1.673273206
5093,7.51,0.094,59.65,14.1,0.158,4.48,0.13,21.78,1.363,2.55,90,0.213754401,0.290587097
5093.5,7.49,0.086,60.34,17.12,0.141,4.37,0.117,9.3,1.179,2.562,89.92,0.034264766,1.72249651
5094,7.49,0.121,62.39,19.01,0.168,4.16,0.146,3.06,0.85,2.503,90,0.107836217,1047.916626
5094.5,7.48,0.175,65.93,17.12,0.237,3.8,0.208,1.71,0.649,2.411,89.92,4.906424522,22.49992561
5095,7.47,0.229,70.52,15.61,0.36,3.18,0.302,1.22,0.508,2.318,90.17,3328.729248,7747.87207
5095.5,7.5,0.252,74.98,10.7,0.419,2.78,0.346,0.96,0.48,2.279,90.33,2211166.5,1898923.25
5096,7.51,0.261,75.46,13.72,0.375,2.61,0.323,1.07,0.464,2.264,90.63,194350.9063,18873.07227
5096.5,7.52,0.258,75.09,11.45,0.384,2.85,0.327,0.93,0.432,2.269,90.83,149288.4063,3567816.5
5097,7.42,0.235,75.71,16.37,0.398,3.31,0.327,0.68,0.413,2.308,91.12,14989.00488,3725.465576
5097.5,7.39,0.21,75.16,11.01,0.415,3.61,0.329,0.98,0.514,2.352,91.25,4763344384,20323.02734
5098,7.5,0.177,71.48,18.26,0.383,3.95,0.298,2.07,0.698,2.407,91.25,1353153280,6758.045898
5098.5,7.54,0.125,66.83,25.82,0.149,4.31,0.138,5.42,1.087,2.496,91.29,0.054648466,159.1667786
5099,7.71,0.064,60.76,32.24,0.056,4.7,0.06,26.01,2.077,2.601,91.25,0.00029173,0.016276779
5099.5,7.81,0.025,56.28,35.65,0.067,4.95,0.051,229.82,2.329,2.668,91.25,5.91E-06,0.00360872
5100,7.83,0.017,53.27,19.77,0.093,4.97,0.067,419.96,2.537,2.681,91.29,9.25E-06,0.099493444
5100.5,7.85,0.018,53.02,20.53,0.092,4.91,0.066,37.56,2.431,2.679,91.52,4.76E-05,0.020629028
5101,7.85,0.023,53.85,31.11,0.103,4.77,0.075,14.31,2.357,2.67,91.88,0.00011816,0.016496263
5101.5,7.85,0.041,54.71,28.09,0.13,4.55,0.096,6.91,2.104,2.641,91.99,0.000891736,0.034735102
5102,7.79,0.066,56.26,28.09,0.157,4.3,0.12,4.42,1.798,2.597,91.88,0.02211513,0.187596455
5102.5,7.76,0.082,58.71,27.33,0.224,4.05,0.169,3.87,1.571,2.57,92.29,0.296155244,0.260324627
5103,7.74,0.11,59.88,23.93,0.333,3.8,0.248,2.67,1.419,2.523,92.46,3.304564476,231.0328064
5103.5,7.7,0.141,62.53,21.66,0.354,3.54,0.269,2.02,1.322,2.469,92.3,27.72207069,77221.46094
5104,7.73,0.177,66.31,20.15,0.312,3.28,0.254,1.58,1.183,2.407,92.12,66.33479309,2363.999756
5104.5,7.72,0.19,67.84,14.86,0.372,3.16,0.295,1.37,1.094,2.386,92.38,1885.088135,47473852
5105,7.71,0.183,68.35,16.3,0.347,3.21,0.277,1.36,1.115,2.397,92.5,297.4524536,88665.13281
5105.5,7.74,0.173,68.39,27.33,0.315,3.32,0.254,1.41,1.032,2.415,92.21,34.95744705,1577.539551
5106,7.73,0.164,68.52,19.01,0.342,3.45,0.268,1.34,1.017,2.43,92.03,302.1991577,44840.32422
5106.5,7.72,0.161,68.83,15.61,0.339,3.58,0.265,1.33,1.043,2.434,91.88,12664.54688,30196.23633
5107,7.68,0.167,69.02,19.39,0.324,3.7,0.258,1.33,1.058,2.425,91.44,24561.49609,1478.000122
5107.5,7.67,0.176,68.49,28.09,0.327,3.83,0.263,1.17,0.932,2.409,91.12,15485.69141,562.7259521
5108,7.66,0.187,68.31,33.38,0.36,3.97,0.287,1.09,0.899,2.39,90.63,20715.4668,1083.857544
5108.5,7.66,0.192,70.33,20.9,0.384,4.11,0.304,0.9,0.856,2.382,90.63,1062943168,1633.668579
5109,7.64,0.193,68.39,29.98,0.322,4.24,0.265,0.86,0.73,2.38,90.31,525262.6875,224.3293915
5109.5,7.7,0.172,65.23,29.6,0.174,4.39,0.173,1.5,1.051,2.417,90.17,0.052627869,762.6486816
5110,7.68,0.119,61.64,28.09,0.12,4.52,0.12,2.48,1.581,2.507,89.88,0.001062286,2.323005438
5110.5,7.71,0.061,56.69,24.31,0.098,4.66,0.082,2.45,1.997,2.606,90,0.000209119,0.439079225
5111,7.78,0.021,53.96,34.89,0.086,4.79,0.063,3.04,2.404,2.675,90,2.05E-05,0.01528035
5111.5,7.79,0.008,52.73,57.95,0.066,4.92,0.047,4.3,2.726,2.697,89.96,2.89E-05,0.002615298
5112,7.82,0.002,51.42,57.57,0.052,5.07,0.037,7.77,2.876,2.707,89.57,5.48E-06,0.00258805
5112.5,7.81,-0.004,50.99,58.71,0.049,5.23,0,13.05,3.052,2.716,89.71,2.22E-06,0.002355338
5113,7.81,-0.001,50.61,45.85,0.046,5.38,0,26.22,3.145,2.711,90,2.10E-06,0.004055281
5113.5,7.82,-0.004,49.97,47.74,0.048,5.49,0,57.4,3.174,2.716,90,1.24E-06,0.006214496
5114,7.82,-0.001,49.76,38.99,0.046,5.48,0,141.42,3.138,2.712,90,1.95E-06,0.002892975
5114.5,7.84,-0.008,49.37,46.99,0.043,5.38,0,349.34,3.083,2.724,90.13,1.66E-06,0.002634365
5115,7.84,-0.013,49.16,38.29,0.041,5.28,0,663.31,3.082,2.733,90,2.29E-06,0.003985547
5115.5,7.82,-0.022,49.17,57.57,0.045,5.19,0,677.68,3.062,2.748,90,1.35E-06,0.006802237
5116,7.82,-0.017,49.28,65.13,0.045,5.11,0,553.62,3.032,2.74,90.08,1.17E-06,0.007201569
5116.5,7.82,-0.006,49.45,62.49,0.043,5.03,0,500.53,3.018,2.72,90,1.31E-06,0.007417894
5117,7.86,0.001,49.65,42.07,0.046,4.96,0.033,506.97,2.994,2.708,90.12,1.93E-06,0.002848664
5117.5,7.85,-0.006,49.78,53.79,0.042,4.89,0,566.23,2.969,2.721,89.87,1.55E-06,0.002576037
5118,7.85,-0.01,49.87,59.84,0.051,4.83,0,661.49,2.947,2.727,90,1.46E-06,0.004337731
5118.5,7.86,-0.005,50.08,62.49,0.053,4.78,0,742.63,2.927,2.719,90.46,2.17E-06,0.005321408
5119,7.86,0.003,50.27,60.22,0.049,4.77,0.035,753.46,2.904,2.705,90.63,1.33E-06,0.008193983
5119.5,7.86,-0.005,50.3,62.49,0.048,4.78,0,712.41,2.878,2.719,91.33,1.60E-06,0.004090257
5120,7.88,-0.01,50.48,67.27,0.056,4.78,0,676.49,2.865,2.727,92.34,1.34E-06,0.005399451
5120.5,7.86,-0.01,50.73,69.29,0.06,4.73,0,668.21,2.871,2.728,93.54,1.31E-06,0.006437078
5121,7.85,-0.001,50.87,62.11,0.05,4.66,0,672.19,2.885,2.712,94.92,1.14E-06,0.004388576
5121.5,7.85,0.004,51.18,64,0.056,4.61,0.04,667.8,2.894,2.704,96.13,1.75E-06,0.020577008
5122,7.84,0.008,51.09,63.62,0.055,4.61,0.039,644.67,2.898,2.697,97.25,1.80E-06,0.015270261
5122.5,7.84,0.007,50.91,70.42,0.05,4.61,0.036,614.92,2.896,2.698,98.01,1.77E-06,0.009746646
5123,7.84,0.004,50.97,76.09,0.056,4.61,0.04,583.65,2.914,2.703,98.17,2.24E-06,0.015711157
5123.5,7.84,0.004,50.9,94.62,0.014,4.61,0.01,542.08,2.932,2.704,98.4,3.92E-05,0.054941114
5124,7.84,0.008,50.8,102.56,0.013,4.61,0.011,480.72,2.94,2.697,97.75,0.000372449,0.044823296
5124.5,7.82,0.012,51.05,88.19,0.014,4.61,0.013,410.3,2.938,2.69,97.5,1.29E-05,0.01780455
5125,7.84,0.012,51.38,94.99,0.015,4.61,0.014,354.28,2.944,2.69,96.92,7.88E-05,0.019153353
5125.5,7.82,0.015,51.41,93.92,0.015,4.61,0.015,320.26,2.953,2.684,96.6,9.35E-05,0.013806093
5126,7.82,0.012,51.59,81.76,0.053,4.61,0.038,304.38,2.959,2.689,96.25,1.74E-05,0.034442987
5126.5,7.82,0.009,51.21,64.56,0.053,4.61,0.038,295.17,2.97,2.695,95.74,3.42E-06,0.007787877
5127,7.82,0,51.13,82.52,0.051,4.61,0.036,280.12,2.98,2.709,95.62,1.01E-05,0.014425598
5127.5,7.83,-0.003,51.1,74.96,0.053,4.58,0,257.86,2.962,2.715,95.55,2.35E-06,0.005104388
5128,7.82,-0.011,51.17,66.27,0.051,4.5,0,236.29,2.935,2.73,95.58,3.21E-06,0.004611842
5128.5,7.83,-0.015,51.48,65.89,0.049,4.48,0,221.63,2.929,2.735,95.59,3.83E-06,0.004843119
5129,7.83,-0.015,51.58,66.64,0.061,4.46,0,212.97,2.927,2.736,95.47,4.45E-06,0.005526554
5129.5,7.83,-0.013,51.61,63.24,0.062,4.43,0,203.7,2.913,2.732,95.62,5.44E-06,0.005314909
5130,7.83,-0.021,51.64,67.02,0.058,4.41,0,187.67,2.901,2.746,95.78,6.89E-06,0.006026885
5130.5,7.84,-0.027,51.66,65.89,0.053,4.39,0,165.8,2.874,2.756,96.25,1.08E-05,0.006348768
5131,7.83,-0.027,51.62,85.17,0.053,4.36,0,143.46,2.844,2.756,96.41,1.67E-05,0.010845393
5131.5,7.84,-0.018,51.87,98.4,0.019,4.34,0,124.74,2.816,2.741,96.87,0.000767185,0.013739533
5132,7.82,-0.011,52.03,109.74,0.02,4.32,0,111.36,2.789,2.729,97.58,0.002493907,0.023985811
5132.5,7.85,-0.017,52.14,88.19,0.024,4.33,0,103.82,2.775,2.74,97.97,0.000141496,0.013711429
5133,7.84,-0.02,52.01,71.56,0.065,4.34,0,102.49,2.748,2.744,98.25,4.52E-05,0.012440578
5133.5,7.85,-0.027,52.06,58.71,0.063,4.37,0,107.24,2.744,2.757,98.75,0.000109549,0.008590292
5134,7.88,-0.03,52,67.4,0.058,4.39,0,115.46,2.729,2.762,99.17,3.94E-05,0.012452038
5134.5,7.86,-0.045,51.99,55.68,0.056,4.41,0,118.29,2.71,2.788,99.38,0.000156737,0.010957471
5135,7.87,-0.049,51.94,96.19,0.016,4.4,0,106.75,2.712,2.794,99.41,0.000278341,0.070536822
5135.5,7.89,-0.048,52.14,115.22,0.023,3.95,0,85.65,2.659,2.793,99.62,0.499514669,1.010705471
5136,7.89,-0.037,52.74,73.07,0.071,3.79,0,64.39,2.562,2.773,99.69,8.61E-05,0.129267856
5136.5,7.89,-0.031,53.24,64.38,0.084,3.65,0,49.75,2.537,2.764,99.38,0.000141074,0.12086498
5137,7.9,-0.016,53.96,69.29,0.111,3.5,0,39.74,2.516,2.738,99.38,0.000101669,0.24650158
5137.5,7.91,-0.001,55.16,49.07,0.14,3.38,0,30.75,2.457,2.711,99.38,0.003625855,0.082089581
5138,7.91,-0.001,56.86,68.85,0.151,3.61,0,23.99,2.321,2.712,99.38,0.004744134,0.383252025
5138.5,7.94,-0.031,56.69,88.19,0.135,3.99,0,16.49,2.157,2.763,99.38,0.02979834,3.030465126
5139,7.95,-0.08,55.51,69.29,0.078,4.36,0,21.76,2.296,2.847,99.38,0.000697974,0.122317284
5139.5,7.97,-0.116,53.66,36.78,0.027,4.72,0,35.2,2.465,2.908,99.45,7.56E-05,0.001321823
5140,7.96,-0.135,51.09,12.59,0.022,5.09,0,47.89,2.584,2.942,100,1.33E-05,0.000361044
5140.5,7.96,-0.147,50.77,10.32,0.03,5.44,0,79.69,2.597,2.962,100.08,3.12E-06,0.000464756
5141,7.97,-0.152,50.65,11.08,0.025,5.49,0,143.35,2.633,2.97,100.08,6.01E-06,0.00064494
5141.5,8,-0.152,50.64,2.38,0.019,5.31,0,258.45,2.631,2.97,100.17,1.45E-05,4.18E-05
5142,8,-0.148,50.7,4.27,0.021,5.2,0,342.03,2.623,2.963,100.51,1.94E-05,0.000621099
5142.5,7.97,-0.147,50.87,1.63,0.021,5.06,0,251.43,2.585,2.961,100.59,0.000474914,0.000484802
5143,7.96,-0.133,51.97,7.3,0.023,4.71,0,142.67,2.556,2.937,100.67,0.112743348,0.004052996
5143.5,7.97,-0.109,54.35,25.06,0.028,4.13,0,83.72,2.493,2.896,101.25,0.003672463,0.048546772
5144,7.92,-0.064,56.63,69.29,0.051,3.48,0,55.09,2.414,2.819,101.41,0.00042667,1.426007628
5144.5,7.91,-0.019,58.56,102.56,0.05,2.9,0,40.94,2.337,2.743,101.63,0.00234608,58127256
5145,7.9,0.017,59.77,87.06,0.069,2.82,0.05,34.2,2.332,2.68,102.5,0.003934925,111.9250717
5145.5,7.89,0.022,58.43,90.08,0.107,3.16,0.077,31.81,2.413,2.672,102.66,0.007776485,1.696642756
5146,7.88,-0.002,54.84,73.07,0.075,3.56,0,32.67,2.482,2.713,103.12,0.000407151,1.72419703
5146.5,7.89,-0.024,52.04,57.57,0.056,3.98,0,36.86,2.538,2.751,103.48,5.70E-05,0.367308229
5147,7.91,-0.032,51.61,41.69,0.045,4.41,0,45.61,2.591,2.765,104.14,6.97E-05,0.00084571
5147.5,7.91,-0.014,51.99,38.29,0.052,4.99,0,61.78,2.632,2.733,104.67,4.43E-05,0.001480348
5148,7.9,0.029,53.96,30.35,0.1,5.34,0.074,91.2,2.639,2.661,104.37,0.000113304,0.473455697
5148.5,7.95,0.062,56.22,20.15,0.152,5.39,0.116,145.09,2.635,2.604,104.37,0.064639457,3.835734129
5149,7.97,0.064,55.45,20.53,0.153,5.39,0.117,242.2,2.643,2.6,104.45,0.044155087,3.025131941
5149.5,7.95,0.03,54.37,19.39,0.084,5.39,0.063,409.86,2.645,2.658,105,9.00E-06,0.030736135
5150,7.93,-0.001,52.57,17.88,0.039,5.38,0,680.91,2.649,2.712,104.73,3.29E-06,0.003479259
5150.5,7.94,-0.008,50.28,27.71,0.039,5.36,0,1060.95,2.653,2.724,104.14,3.45E-06,0.0029315
5151,7.94,-0.002,49.49,25.06,0.043,5.34,0,1458.19,2.658,2.713,103.87,4.84E-06,0.003418943
5151.5,7.94,0.003,49.35,24.68,0.043,5.33,0.03,1746.35,2.663,2.706,103.52,2.93E-06,0.003851747
5152,7.95,0.006,49.3,24.68,0.037,5.34,0.027,1895.73,2.67,2.699,102.89,3.49E-06,0.003943623
5152.5,7.96,0.005,49.17,24.68,0.035,5.33,0.025,1831.01,2.678,2.702,102.42,3.72E-06,0.003848028
5153,7.96,0.003,48.76,24.31,0.041,5.29,0.029,1453.48,2.685,2.706,101.87,3.26E-06,0.003621836
5153.5,7.94,-0.001,48.74,22.04,0.038,5.23,0,941.28,2.694,2.712,101.8,6.09E-06,0.002737404
5154,7.95,-0.001,48.72,23.55,0.036,5.16,0,540.97,2.698,2.712,101.87,6.14E-06,0.002675703
5154.5,7.95,-0.001,48.92,26.95,0.039,5.08,0,309.44,2.697,2.712,102.07,6.19E-06,0.002794553
5155,7.95,-0.009,49.66,28.09,0.039,4.92,0,190.98,2.696,2.726,102.27,9.39E-06,0.002315814
5155.5,7.96,-0.013,51.27,43.59,0.043,4.72,0,132.62,2.662,2.733,102.89,1.42E-05,0.001606309
5156,7.95,-0.011,52.55,54.55,0.071,4.52,0,105.46,2.609,2.729,103.58,8.65E-05,0.001922726
5156.5,7.95,-0.001,52.81,75.72,0.091,4.36,0,96.68,2.558,2.711,104.77,9.23E-05,0.028335869
5157,7.96,0.009,52.65,79.12,0.075,4.57,0.053,102.37,2.597,2.694,106.37,9.04E-05,0.012280663
5157.5,7.95,0.007,51.6,46.23,0.053,4.72,0.038,124.99,2.668,2.698,106.88,1.02E-05,0.002241
5158,7.95,-0.003,49.68,51.9,0.043,4.64,0,174.96,2.723,2.715,106.88,6.93E-06,0.00145012
5158.5,7.97,-0.02,48.95,33,0.049,4.53,0,276.66,2.733,2.745,106.88,1.07E-05,0.001606625
5159,7.96,-0.028,48.36,27.71,0.045,4.51,0,476.18,2.737,2.758,107.12,5.93E-06,0.00177682
5159.5,7.98,-0.028,48.4,29.6,0.042,4.63,0,813.88,2.736,2.758,106.99,3.06E-06,0.003092014
5160,7.97,-0.019,48.4,33,0.04,4.8,0,1171.14,2.73,2.742,107.19,2.86E-06,0.002102158
5160.5,7.96,-0.009,48.63,41.32,0.039,4.93,0,1205.67,2.721,2.726,107.15,2.55E-06,0.002019865
5161,7.99,-0.007,48.88,48.12,0.035,4.9,0,925.66,2.707,2.722,106.95,2.17E-06,0.00202576
5161.5,7.97,-0.018,49.08,53.41,0.043,4.63,0,623.48,2.691,2.741,106.44,1.59E-06,0.005882762
5162,7.97,-0.033,49.39,42.45,0.054,4.1,0,410.98,2.682,2.767,106.02,5.93E-06,0.016608253
5162.5,7.97,-0.044,49.2,32.24,0.075,3.68,0,276.07,2.67,2.785,105.35,5.93E-05,0.066444166
5163,7.97,-0.051,49.15,26.57,0.085,3.52,0,187.2,2.634,2.796,104.45,0.002787905,0.129581735
5163.5,7.99,-0.056,49.41,24.68,0.084,3.76,0,128.04,2.624,2.806,103.48,0.978832424,0.022659024
5164,7.97,-0.068,49.67,35.74,0.077,4.12,0,90.81,2.616,2.826,102.62,0.123895608,0.044004802
5164.5,7.97,-0.076,52.65,40.56,0.06,4.29,0,69.49,2.553,2.84,101.87,0.007416362,0.085342176
5165,8.02,-0.083,56.07,37.91,0.07,4.43,0,58.89,2.442,2.852,101.41,0.006369915,0.025944643
5165.5,8.02,-0.082,56.67,66.83,0.113,4.54,0,55.93,2.359,2.851,101.06,0.00075648,0.16970256
5166,8.02,-0.098,56.85,52.66,0.113,4.67,0,59.62,2.449,2.877,100.59,0.000666953,0.029014677
5166.5,8.05,-0.115,55.41,23.55,0.047,4.81,0,69.6,2.533,2.907,100.04,0.001267886,0.001737946
5167,8.03,-0.142,52.71,12.97,0.026,4.99,0,84.84,2.56,2.952,99.73,0.000637123,0.001092668
5167.5,8.03,-0.146,52.29,12.59,0.028,5.16,0,101.09,2.599,2.96,99.22,0.0001595,0.001048165
5168,8.02,-0.146,52.33,18.64,0.031,5.28,0,111.83,2.636,2.959,99.14,5.58E-05,0.001567649
5168.5,8.06,-0.144,51.97,9.19,0.031,5.35,0,112.86,2.633,2.956,98.83,1.88E-05,0.00084593
5169,8.03,-0.145,51.53,6.82,0.024,5.32,0,105.18,2.606,2.957,98.71,2.33E-05,0.00046199
5169.5,8.01,-0.136,51.42,2.76,0.019,5.17,0,90.94,2.595,2.943,98.05,2.22E-05,0.000139137
5170,7.99,-0.13,51.41,0.49,0.023,4.96,0,74.35,2.577,2.932,97.5,0.000861174,0.000254404
5170.5,7.84,-0.115,51.9,3.7,0.035,4.73,0,56.8,2.507,2.907,96.87,0.020136179,0.000760836
5171,7.78,-0.094,52.53,9.19,0.057,4.49,0,41.59,2.462,2.871,96.41,0.092105508,0.00108464
5171.5,7.73,-0.043,52.75,23.55,0.124,4.03,0,26.21,2.42,2.784,96.13,1.514125705,0.002012275
5172,7.64,-0.011,53.04,25.25,0.226,3.85,0,20.46,2.341,2.73,95.31,120.3336716,0.000758563
5172.5,7.62,-0.002,52.45,23.55,0.145,3.77,0,18.31,2.263,2.714,94.53,7.388840199,0.00059879
5173,7.64,-0.019,53.07,23.27,0.113,3.62,0,17.72,2.324,2.742,93.87,1.534141183,0.00327413
5173.5,7.63,-0.009,55.17,37.54,0.096,3.52,0,17.67,2.343,2.725,93.32,0.026302159,0.011468046
5174,7.61,0.03,56.81,35.36,0.173,3.48,0.124,10.09,1.955,2.659,92.83,0.040957943,0.013224387
5174.5,7.58,0.071,60.16,37.16,0.267,3.42,0.195,6.19,1.699,2.589,92.21,0.040335815,0.492782712
5175,7.56,0.086,61.56,51.9,0.243,3.34,0.182,4.45,1.566,2.564,91.68,0.034550384,0.026495043
5175.5,7.62,0.086,63.04,65.98,0.222,3.25,0.168,3.17,1.367,2.563,91.25,0.029271714,0.008995293
5176,7.67,0.093,65.21,57.57,0.221,3.17,0.17,2.17,1.192,2.551,91.05,0.006127162,0.009087922
5176.5,7.68,0.105,65.57,47.36,0.27,3.09,0.205,2.05,1.161,2.531,90.94,0.083088107,0.014846071
5177,7.76,0.099,67.17,97.92,0.238,3.02,0.182,2.26,1.241,2.541,90.63,0.101623803,0.003943683
5177.5,7.78,0.091,66.6,104.82,0.15,2.96,0.124,2.32,1.293,2.554,90.63,0.023365917,0.003755352
5178,7.86,0.096,65.62,81.86,0.211,2.93,0.164,2.39,1.328,2.546,90.08,0.062592879,0.005464667
5178.5,7.83,0.099,64.14,60.97,0.238,2.92,0.182,2.49,1.371,2.541,90,0.087004825,0.011808859
5179,7.86,0.09,62.69,56.82,0.227,2.93,0.173,2.58,1.412,2.557,89.88,0.046082906,0.010001039
5179.5,7.87,0.071,62.23,60.6,0.214,2.94,0.159,2.68,1.443,2.588,89.37,0.011245859,0.005758486
5180,7.88,0.066,61.74,57.29,0.199,2.98,0.148,2.76,1.481,2.598,88.91,0.00822612,0.005479137
5180.5,7.89,0.07,62.14,70.42,0.203,3.04,0.152,3.13,1.531,2.59,88.75,0.020991074,0.005247606
5181,7.89,0.076,63.51,66.27,0.197,3.05,0.149,3.13,1.562,2.58,88.36,0.01658399,0.006728556
5181.5,7.89,0.079,63.91,68.35,0.218,3.01,0.164,3.04,1.548,2.575,88.2,0.023679057,0.006707766
5182,7.89,0.075,63.92,71.94,0.232,2.9,0.172,3.34,1.599,2.582,88.12,0.028130539,0.006224203
5182.5,7.88,0.066,64.56,86.77,0.215,2.83,0.159,3.61,1.592,2.598,88.12,0.023447579,0.007070769
5183,7.9,0.058,64.64,91.59,0.149,2.91,0.113,3.8,1.577,2.61,88.12,0.017221859,0.02064402
5183.5,7.91,0.055,65.68,96.88,0.152,3.03,0.114,3.73,1.605,2.615,88.12,0.01308941,0.019996699
5184,7.9,0.06,66.36,74.2,0.163,3.06,0.123,3.52,1.578,2.607,87.89,0.006496809,0.008946254
5184.5,7.91,0.059,66.77,89.42,0.17,3.05,0.127,3.77,1.565,2.61,87.98,0.010595114,0.012798461
5185,7.91,0.049,67.62,98.77,0.172,3.06,0.126,4.34,1.615,2.626,87.66,0.008977292,0.017785789
5185.5,7.93,0.031,67.6,102.93,0.171,3.09,0.123,4.49,1.659,2.657,87.77,0.00394882,0.028506016
5186,7.91,0.015,67.21,102.56,0.141,3.11,0.1,4.67,1.687,2.684,87.7,0.001515727,0.036793116
5186.5,7.94,0.011,66.79,91.21,0.147,3.13,0.104,5.14,1.713,2.691,87.62,0.001625056,0.025808323
5187,7.95,0.013,65.81,77.98,0.192,3.14,0.136,5.01,1.729,2.688,88.09,0.004094644,0.013331399
5187.5,7.95,0.016,65.5,79.5,0.196,3.16,0.139,4.7,1.764,2.682,88.12,0.004005986,0.012329176
5188,7.95,0.016,64.4,88.57,0.201,3.17,0.143,4.82,1.827,2.682,88.4,0.0017277,0.024173504
5188.5,7.91,0.016,63.74,82.9,0.208,3.17,0.148,6.21,1.894,2.683,88.75,0.002282575,0.01387915
