DEPT,CAL_N,SGR_N,CGR_N,RESDEEP_N,SP_N,POR_N,RHOB_N,PE_N,DPHI_N,NPHI_N,DTC_N,DTS_N,TCMR,RHOMAA_N,UMAA_N,K_GD_N,K_SDR_N,K_TIM_N
4710,8.9,26.013,22.265,149.25,83.555,0,2.067,4.5,0.376,0.038,74.12,162.26,0.089,2.04,9.784,0.00500189,0.238362608,0.029738243
4710.5,8.92,18.509,16.539,196.04,83.75,0,2.051,4.65,0.385,0.008,71.13,156.57,0.066,2.04,9.784,0.004020856,0.057858508,0.004896735
4711,8.9,13.736,12.428,302.92,83.75,0,2.038,4.86,0.393,-0.005,70.03,154.63,0.048,2.04,9.784,0.003039821,0.016906894,0.001857583
4711.5,8.92,10.217,9.686,502.98,83.438,0,2.023,5.03,0.402,-0.011,69.41,152.68,0.037,2.04,9.784,0.002058787,0.00660443,0.001703785
4712,8.91,9.155,8.828,644.14,83.086,0,2.023,5.14,0.402,-0.013,69.29,151.89,0.031,2.04,9.784,0.001077753,0.003567094,0.001789168
4712.5,8.91,7.165,7.733,711.48,82.917,0,2.023,5.16,0.402,-0.015,69.21,150.96,0.029,2.04,9.784,9.67E-05,0.002512353,0.002235514
4713,8.92,6.971,7.718,666.42,83.64,0,2.023,5.11,0.402,-0.015,68.74,150.75,0.029,2.04,9.784,8.95E-05,0.002533599,0.001924214
4713.5,8.9,7.209,7.486,761.22,83.438,0,2.02,5.06,0.403,-0.016,68.82,150.81,0.026,2.04,9.784,8.23E-05,0.001956259,0.000950859
4714,8.91,7.271,7.232,843.97,83.203,0,2.024,5.02,0.401,-0.016,68.64,150.9,0.025,2.04,9.784,7.50E-05,0.001604766,0.00040362
4714.5,8.92,7.189,7.705,874.94,83.438,0,2.03,5.01,0.398,-0.016,68.85,151.07,0.024,2.04,9.784,6.78E-05,0.002202968,0.000360362
4715,8.93,6.109,6.542,880.26,83.125,0,2.033,5.02,0.396,-0.016,69.4,150.75,0.015,2.04,9.784,6.06E-05,0.000424433,0.000359766
4715.5,8.92,5.756,6.255,899.08,83.203,0,2.033,5.03,0.396,-0.016,69.14,150.61,0.012,2.04,9.784,5.69E-05,0.000322074,0.00090727
4716,8.93,5.557,6.006,950.71,83.438,0,2.029,5.06,0.398,-0.016,69.06,150.08,0.011,2.04,9.784,5.32E-05,9.26E-05,0.000299927
4716.5,8.9,6.168,6.99,1048.75,83.5,0,2.034,5.06,0.395,-0.015,68.8,149.74,0.012,2.04,9.784,4.95E-05,7.32E-05,0.000172567
4717,8.91,6.386,6.92,1195.33,83.633,0,2.045,5.05,0.389,-0.016,68.33,128.83,0.015,2.04,9.784,4.58E-05,0.000230726,0.000359766
4717.5,8.9,5.781,6.977,1373.77,83.906,0,2.059,5.05,0.381,-0.016,68.69,123.25,0.02,2.04,9.784,4.21E-05,0.000764976,0.001121939
4718,8.91,6.029,6.543,1534.99,84.297,0,2.069,5.04,0.375,-0.016,68.84,123.23,0.018,2.04,9.784,8.66E-05,0.000468318,0.000895934
4718.5,8.92,5.78,6.08,1617.8,84.258,0,2.073,4.99,0.373,-0.016,68.43,123.02,0.017,2.04,9.784,0.000131136,0.000567969,0.000895934
4719,8.91,6.588,7.325,1595.25,84.375,0,2.072,4.91,0.373,-0.016,67.75,122.76,0.018,2.04,9.784,0.000175672,0.00085673,0.001345809
4719.5,8.92,6.191,6.789,1496.73,84.336,0,2.059,4.94,0.381,-0.016,66.78,121.1,0.02,2.04,9.784,0.000220208,0.002001785,0.002157001
4720,8.92,6.163,6.219,1376.83,84.375,0,2.048,5.01,0.387,-0.016,65.55,122.49,0.024,2.04,9.784,0.000264744,0.004028166,0.002615679
4720.5,8.94,6.173,5.614,1240.94,84.18,0,2.041,5.06,0.391,-0.016,65.12,124.22,0.03,2.04,9.784,0.001749393,0.009792413,0.002852341
4721,8.94,6.611,5.03,1089.66,84.492,0,2.05,5.01,0.386,-0.015,64.96,124.28,0.046,2.04,9.784,0.003234042,0.0427702,0.008005402
4721.5,8.94,7.53,5.544,945.38,84.375,0,2.056,4.94,0.382,-0.013,65.66,124.56,0.055,2.04,9.784,0.004718691,0.069804747,0.013176207
4722,8.93,9.576,7.686,809.27,84.542,0,2.063,4.84,0.378,-0.009,72.73,132.9,0.062,2.04,9.784,0.006203339,0.119942692,0.018540254
4722.5,8.95,13.498,9.865,827.73,84.375,0,2.064,4.81,0.378,0.004,76.86,144.09,0.087,2.04,9.784,0.007687988,0.483461938,0.049894287
4723,8.99,19.253,13.994,909.73,84.414,0,2.085,4.81,0.366,0.022,78.75,147.25,0.089,2.04,9.784,0.006160368,0.502892144,0.053375612
4723.5,8.99,21.595,15.079,847.01,84.375,0,2.094,4.83,0.36,0.024,77.12,144.92,0.07,2.04,9.784,0.004632747,0.166177865,0.018009736
4724,8.96,20.162,15.216,981.74,84.297,0,2.087,4.79,0.364,0.01,72.05,135.61,0.046,2.04,9.784,0.003105126,0.030126125,0.004185771
4724.5,8.95,15.844,11.511,875.75,83.75,0,2.054,4.82,0.384,-0.004,71.22,123.15,0.026,2.04,9.784,0.001577506,0.002454896,0.000634775
4725,8.92,11.362,8.759,873.66,83.75,0,2.036,4.82,0.394,-0.008,71.49,123.79,0.021,2.04,9.784,4.99E-05,0.000963058,0.000250215
4725.5,8.91,9.554,7.516,812.58,83.75,0,2.039,4.84,0.392,-0.01,71.9,124.26,0.024,2.04,9.784,0.000103982,0.001571947,0.000239759
4726,8.91,9.164,7.051,976.51,83.594,0,2.05,4.78,0.386,-0.01,71.42,137.88,0.029,2.04,9.784,0.000158078,0.003227857,0.000414433
4726.5,8.91,11.307,8.988,995.76,83.125,0,2.053,4.76,0.384,-0.011,71.76,151.51,0.034,2.04,9.784,0.000212175,0.005908998,0.000969081
4727,8.94,11.646,9.242,1408.09,82.656,0,2.049,4.78,0.387,-0.012,71.86,150.89,0.037,2.04,9.784,0.000266272,0.008251892,0.001703785
4727.5,8.92,10.896,7.637,1693.72,82.305,0,2.045,4.8,0.389,-0.013,72.22,150.55,0.036,2.04,9.784,0.000320369,0.006733137,0.002082453
4728,8.92,8.897,6.662,1478.26,82.188,0,2.039,4.84,0.392,-0.013,72.02,137.95,0.034,2.04,9.784,0.000285985,0.004583717,0.000888782
4728.5,8.9,7.607,5.681,1221.58,81.875,0,2.042,4.87,0.391,-0.013,71.53,125.34,0.029,2.04,9.784,0.000251602,0.002444501,0.000414433
4729,8.92,8.366,7.148,961.62,81.406,0,2.044,4.91,0.39,-0.013,71.35,124.9,0.024,2.04,9.784,0.000217218,0.001063428,0.000164104
4729.5,8.91,10.093,8.222,759.95,81.406,0,2.05,4.9,0.386,-0.013,71.03,122.39,0.021,2.04,9.784,0.000182835,0.000353961,1.65E-05
4730,8.93,10.885,8.919,611.11,80.898,0,2.054,4.87,0.384,-0.013,71.72,120.37,0.02,2.04,9.784,0.000148451,0.000204442,1.42E-05
4730.5,8.92,10.497,8.65,598.2,80.625,0,2.053,4.89,0.384,-0.013,70.25,117.88,0.019,2.04,9.784,0.000120751,0.000222395,4.30E-05
4731,8.91,10.444,8.35,731.74,80.625,0,2.047,4.97,0.387,-0.013,69.45,116.27,0.014,2.04,9.784,9.31E-05,0.000294978,6.57E-05
4731.5,8.92,10.631,8.692,796.85,80.156,0,2.047,5.04,0.388,-0.013,68.1,115.91,0.013,2.04,9.784,6.54E-05,0.000191259,0.000190889
4732,8.92,10.446,8.003,1178.52,79.688,0,2.051,5.05,0.385,-0.013,67.3,122.82,0.015,2.04,9.784,3.77E-05,0.000382884,0.000825803
4732.5,8.93,9.434,7.156,700.41,79.766,0,2.052,5.04,0.385,-0.012,66.66,123.48,0.01,2.04,9.784,9.95E-06,6.35E-05,0.001172756
4733,8.93,9.709,8.043,425.61,79.688,0,2.045,5,0.389,-0.012,63.35,124.17,0.009,2.04,9.784,0.102146395,2.70E-05,3.84E-05
4733.5,8.93,9.581,8.144,273.67,79.5,0,2.038,4.94,0.393,-0.009,65.91,124.76,0.039,2.04,9.784,0.204282839,0.021653939,0.001982647
4734,8.94,13.065,11.029,275.53,79.542,0,2.055,4.91,0.383,-0.001,75.55,140.12,0.095,2.04,9.784,0.306419284,0.69438813,0.161907047
4734.5,8.95,19.739,15.703,189.11,80,0,2.093,4.96,0.361,0.047,85.42,156.85,0.158,2.04,9.784,0.408555729,10.30072683,2.840194885
4735,9.08,28.266,21.758,127.91,80,0,2.124,5.1,0.343,0.085,90.85,159.74,0.195,2.04,9.784,0.510692174,32.70868431,12.67998974
4735.5,9.27,31.146,25.458,77.91,80.313,0,2.125,5.18,0.342,0.07,86.95,148.75,0.164,2.04,9.784,0.408590488,15.05258506,8.666668101
4736,9.46,26.124,21.189,124.47,80.156,0,2.104,5.17,0.355,0.008,74.3,129.16,0.106,2.04,9.784,0.306488802,2.080305903,1.412190506
4736.5,8.92,17.716,14.294,311.08,80.234,0,2.085,5.04,0.365,-0.005,69.5,138.04,0.055,2.04,9.784,0.204387116,0.072539177,0.05355568
4737,8.91,11.225,8.841,876.19,80,0,2.074,4.93,0.372,-0.009,69.05,146.93,0.028,2.04,9.784,0.102285431,0.002047062,0.000777293
4737.5,8.89,9.17,7.637,1022.09,80.156,0,2.059,4.87,0.381,-0.009,69.89,155.82,0.028,2.04,9.784,0.000183745,0.002024829,0.000777293
4738,8.9,9.517,7.867,455.1,80,0,2.047,4.86,0.388,-0.008,70.19,157.72,0.028,2.04,9.784,0.00128187,0.00135835,0.000777293
4738.5,8.92,10.499,7.73,295.99,80.156,0,2.041,4.83,0.391,-0.006,70.28,128.38,0.03,2.04,9.784,0.002379994,0.001714807,0.000742202
4739,8.93,12.327,9.8,282.1,80.039,0,2.04,4.82,0.392,-0.004,69.41,122.69,0.041,2.04,9.784,0.003478119,0.006964736,0.000724685
4739.5,8.93,13.034,9.643,343.74,80.313,0,2.041,4.82,0.391,-0.004,68.41,116.05,0.059,2.04,9.784,0.004576243,0.047995185,0.002207859
4740,8.91,13.302,10.597,438.82,80.625,0,2.045,4.81,0.389,-0.004,67.71,111.32,0.07,2.04,9.784,0.005674368,0.101196017,0.005864512
4740.5,8.89,13.106,10.629,594.12,80.586,0,2.05,4.75,0.386,-0.004,66.91,112.68,0.084,2.04,9.784,0.007676164,0.239228646,0.031033891
4741,8.9,14.377,11.278,287.25,80.742,0,2.058,4.68,0.381,0,66.69,129.74,0.102,2.04,9.784,0.00967796,0.653981917,0.108578359
4741.5,8.89,16.433,11.915,184.66,81.055,0,2.064,4.71,0.378,0.013,75.48,143.57,0.115,2.04,9.784,0.011679756,1.306813407,0.231530477
4742,8.87,19.915,15.287,138.24,81.172,0,2.08,4.77,0.368,0.034,83.62,161.13,0.118,2.04,9.784,0.013681551,1.451328023,0.191317755
4742.5,9.17,22.278,17.919,109.14,81.25,0,2.102,4.75,0.356,0.048,88.43,163.81,0.111,2.04,9.784,0.015683347,1.03847716,0.072074478
4743,8.99,24.944,20.659,75.09,81.094,0,2.118,4.58,0.346,0.055,88.51,163.42,0.099,2.04,9.784,0.013146339,0.545376841,0.017071468
4743.5,9.42,24.452,19.993,78.93,81.25,0,2.13,4.39,0.339,0.056,82.85,156.41,0.092,2.04,9.784,0.010609331,0.372670805,0.00872924
4744,8.89,22.968,19.621,123.49,81.523,0,2.128,4.32,0.34,0.065,77.23,146.77,0.083,2.04,9.784,0.008072323,0.261031762,0.010275437
4744.5,8.85,20.611,16.688,189.73,81.445,0,2.124,4.32,0.343,0.055,76.38,148.33,0.073,2.04,9.784,0.005535315,0.154371132,0.012723386
4745,8.85,18.774,15.887,173.95,81.484,0,2.101,4.35,0.356,0.039,77.72,150.89,0.068,2.04,9.784,0.002998307,0.130184178,0.020183246
4745.5,8.87,17.95,14.77,140.44,81.406,0,2.087,4.39,0.364,0.038,79.25,151.31,0.069,2.04,9.784,0.004760242,0.134606772,0.033430837
4746,8.9,17.998,14.512,139.37,81.797,0,2.078,4.44,0.37,0.04,78.69,151.15,0.078,2.04,9.784,0.006522178,0.233384673,0.057055497
4746.5,9.01,18.008,15.153,159.24,81.583,0,2.085,4.48,0.366,0.03,74.42,147.58,0.085,2.04,9.784,0.008284114,0.303862245,0.063551086
4747,8.95,16.871,15.204,172.34,81.875,0,2.077,4.46,0.37,0.019,71.73,137.83,0.089,2.04,9.784,0.01004605,0.350770933,0.062663696
4747.5,8.93,15.317,14.111,179.38,81.758,0,2.074,4.42,0.372,0.018,79.96,147.74,0.1,2.04,9.784,0.011807986,0.588642984,0.085888393
4748,8.92,16.781,14.754,129.99,81.758,0,2.07,4.43,0.374,0.061,85.66,161.53,0.113,2.04,9.784,0.010235183,1.158505173,0.172689435
4748.5,8.94,20.66,17.905,125.02,81.719,0,2.084,4.5,0.366,0.097,88.55,166.98,0.119,2.04,9.784,0.008662381,1.372543383,0.222104553
4749,8.93,22.699,19.825,63.55,81.523,0,2.086,4.6,0.365,0.096,85.37,165.06,0.115,2.04,9.784,0.007089578,1.076887623,0.200753155
4749.5,8.96,20.654,18.275,95.75,81.563,0,2.09,4.7,0.363,0.055,78.53,158.25,0.103,2.04,9.784,0.005516775,0.571119957,0.145217905
4750,8.94,17.816,16.243,156.17,81.445,0,2.093,4.75,0.361,0.021,74.85,152.99,0.083,2.04,9.784,0.003943972,0.186172418,0.059296161
4750.5,8.92,15.842,14.438,116.56,81.484,0,2.113,4.74,0.349,0.012,73.15,150,0.064,2.04,9.784,0.003156112,0.053092732,0.020313961
4751,8.9,13.866,12.614,126.91,81.445,0,2.115,4.73,0.348,0.002,70.07,131.42,0.042,2.04,9.784,0.002368251,0.00691186,0.003833424
4751.5,8.93,11.167,10.575,87.58,81.328,0,2.099,4.82,0.357,-0.006,68.78,125.51,0.022,2.04,9.784,0.001580391,0.000633385,0.000407078
4752,8.93,8.326,8.146,134.48,81.25,0,2.065,4.93,0.377,-0.012,70.06,128.03,0.011,2.04,9.784,0.00079253,2.87E-05,5.33E-05
4752.5,8.92,7.351,6.013,231.42,81.25,0,2.043,5.01,0.39,-0.014,68.18,125.82,0.014,2.04,9.784,4.67E-06,9.12E-05,0.000241998
4753,8.93,6.729,5.095,313.94,81.25,0,2.034,4.98,0.395,-0.014,67.7,125,0.014,2.04,9.784,0.000582209,0.000107968,0.000512657
4753.5,8.93,6.632,5.423,337.6,81.25,0,2.035,4.97,0.394,-0.015,69.02,123.02,0.017,2.04,9.784,0.001159748,0.000640425,0.00303607
4754,8.93,6.628,4.865,355.28,81.094,0,2.037,4.97,0.394,-0.014,69.41,120.28,0.023,2.04,9.784,0.001737287,0.003825487,0.021702339
4754.5,8.94,7.324,5.964,533.24,81.094,0,2.041,5.03,0.391,-0.014,69.79,119.38,0.029,2.04,9.784,0.002314826,0.01247765,0.064660725
4755,8.94,8.254,6.777,479.26,81.016,0,2.039,5.08,0.393,-0.014,69.31,119.51,0.031,2.04,9.784,0.002892366,0.020150173,0.065838798
4755.5,8.91,8.149,6.813,287.8,81.133,0,2.035,5.09,0.395,-0.014,68.47,126.48,0.028,2.04,9.784,0.002320135,0.007900263,0.036830917
4756,8.93,7.25,5.909,222.83,81.25,0,2.029,5.06,0.398,-0.015,68.19,123.31,0.026,2.04,9.784,0.001747905,0.002798896,0.007428562
4756.5,8.92,6.807,5.763,236.9,80.898,0,2.024,5.06,0.401,-0.017,68.04,120.09,0.023,2.04,9.784,0.001175675,0.001289237,0.002442749
4757,8.94,6.287,5.452,239.29,80.625,0,2.026,5.08,0.4,-0.017,67.45,117.13,0.02,2.04,9.784,0.000603445,0.000781687,0.000832859
4757.5,8.92,6.31,4.856,251.93,80.781,0,2.032,5.1,0.397,-0.017,67.37,115.78,0.018,2.04,9.784,3.12E-05,0.000591468,0.000166491
4758,8.92,6.777,5.955,272.14,80.82,0,2.043,5.07,0.39,-0.016,67.58,114.25,0.02,2.04,9.784,0.000107046,0.000860997,0.000143235
4758.5,8.92,6.663,5.36,299.01,80.703,0,2.052,4.98,0.385,-0.015,66.44,121.33,0.019,2.04,9.784,0.000182877,0.000822715,0.00021956
4759,8.93,7.016,5.872,273.51,80.547,0,2.053,4.9,0.384,-0.015,66.99,123.36,0.024,2.04,9.784,0.000258708,0.001653418,0.00070053
4759.5,8.95,7.316,5.999,310.76,80.352,0,2.046,4.94,0.389,-0.012,68.7,128.58,0.035,2.04,9.784,0.000334539,0.0059783,0.003120639
4760,8.95,10.796,8.318,326.9,80.039,0,2.038,5.05,0.393,-0.009,68.53,130.36,0.049,2.04,9.784,0.00041037,0.021067799,0.009531408
4760.5,9.08,13.486,9.564,171.25,80.078,0,2.04,5.09,0.392,-0.006,77.81,135.21,0.059,2.04,9.784,1.022952883,0.046252677,0.016085375
4761,9.02,15.764,11.118,96,80.078,0,2.047,4.95,0.388,-0.002,87.09,139.04,0.064,2.04,9.784,2.045495395,0.073472053,0.021243383
4761.5,9.04,16.778,12.628,63.39,80.156,0,2.053,4.74,0.384,0.004,69.2,137.03,0.079,2.04,9.784,3.068037907,0.241647666,0.059175007
4762,9.28,19.687,14.657,48.21,79.922,0,2.054,4.65,0.383,0.014,86.04,153.38,0.121,2.04,9.784,4.09058042,3.116619502,0.982102512
4762.5,9.28,23.538,17.106,31.28,79.844,0,2.068,4.73,0.375,0.107,101.32,187.56,0.211,2.04,9.784,5.113122932,84.05302999,28.06149428
4763,9.62,28.463,21.205,16.53,79.688,0.307,2.091,4.89,0.362,0.24,105.55,185.42,0.281,2.04,9.784,4.090728063,388.5803384,135.5499964
4763.5,10.31,29.111,22.396,12.11,80,0.301,2.121,4.94,0.345,0.25,98.81,167.75,0.278,2.04,9.784,3.068333193,386.2702903,148.9320229
4764,9.55,25.018,19.877,19.14,79.766,0.269,2.129,4.83,0.34,0.171,83.79,148.37,0.216,2.04,9.784,2.045938324,100.7221142,46.95248805
4764.5,8.95,19.638,15.551,52.86,80,0,2.118,4.66,0.346,0.033,77.09,135.94,0.125,2.04,9.784,1.023543455,4.835746213,2.897223632
4765,9.01,14.951,12.174,85.69,79.766,0,2.092,4.58,0.361,0.005,74.74,138.69,0.052,2.04,9.784,0.001148586,0.024428343,0.007538746
4765.5,9.01,12.929,10.564,362.54,79.792,0,2.067,4.63,0.376,-0.004,70.55,124.52,0.034,2.04,9.784,0.000923396,0.004836159,0.002891256
4766,8.96,9.715,8.352,343.38,79.961,0,2.043,4.8,0.39,-0.01,68.88,148.73,0.022,2.04,9.784,0.000698206,0.001575376,0.00076083
4766.5,8.94,8.45,7.388,586.69,80.078,0,2.026,4.94,0.4,-0.013,69.14,146.37,0.017,2.04,9.784,0.000473017,0.000630777,0.000442927
4767,8.94,7.914,6.12,463.6,80,0,2.022,4.97,0.402,-0.013,70.48,150.04,0.016,2.04,9.784,0.000247827,0.000463461,0.000274151
4767.5,8.94,8.646,6.357,399.24,79.883,0,2.034,4.94,0.395,-0.011,71.26,141.62,0.019,2.04,9.784,2.26E-05,0.000590418,0.000318866
4768,8.96,10.015,7.99,277.33,79.648,0,2.043,4.94,0.39,-0.01,70.68,133.2,0.024,2.04,9.784,0.001299754,0.000759303,0.00062908
4768.5,8.98,10.2,7.595,401.62,79.805,0,2.037,4.95,0.394,-0.011,68.99,124.78,0.033,2.04,9.784,0.002576871,0.00325924,0.002674343
4769,8.99,10.404,8.421,314.89,79.805,0,2.027,4.91,0.4,-0.011,67.72,127.27,0.046,2.04,9.784,0.003853987,0.014274391,0.006573189
4769.5,8.99,10.023,7.626,735.62,79.766,0,2.025,4.85,0.4,-0.009,73.74,132.93,0.063,2.04,9.784,0.005131104,0.064875221,0.01614737
4770,9.04,11.998,8.71,270.46,79.648,0,2.031,4.87,0.397,-0.003,77.4,141.69,0.085,2.04,9.784,0.006408221,0.289270447,0.063551086
4770.5,9.01,15.309,11.717,186.67,80,0,2.055,4.96,0.383,0.016,76.43,143.16,0.097,2.04,9.784,0.005177629,0.58088628,0.154115062
4771,9.03,17.365,16.109,106.24,80,0,2.071,5.03,0.373,0.023,75.63,147.82,0.097,2.04,9.784,0.003947037,0.619218333,0.210375388
4771.5,9.26,16.267,14.717,120.47,80.156,0,2.076,5.02,0.371,0.011,73.06,131.24,0.084,2.04,9.784,0.002716445,0.314066364,0.123428456
4772,9.19,11.565,10.137,308.8,80.078,0,2.055,4.97,0.383,-0.006,68.43,125.69,0.059,2.04,9.784,0.001485852,0.070944765,0.034457966
4772.5,9.23,8.239,8.398,653.03,80.234,0,2.041,4.94,0.391,-0.012,68.21,121.13,0.032,2.04,9.784,0.00025526,0.004775734,0.003807807
4773,9.28,7.196,7.949,1684.26,80.625,0,2.046,4.97,0.388,-0.013,68.43,119.67,0.028,2.04,9.784,0.00021853,0.002558914,0.002235514
4773.5,9.24,7.989,8.823,971.33,80.547,0,2.051,4.98,0.385,-0.014,68.37,120.95,0.025,2.04,9.784,0.000181799,0.001595842,0.001887571
4774,9.31,7.674,8.953,599.25,80.352,0,2.049,5,0.387,-0.015,68.34,119.14,0.025,2.04,9.784,0.000145068,0.001026822,0.001345498
4774.5,9.31,7.942,8.563,571.76,80.586,0,2.039,5.01,0.393,-0.016,67.9,118.94,0.028,2.04,9.784,0.000108338,0.00126275,0.001764307
4775,9.31,7.682,9.421,469.89,80.586,0,2.032,5.05,0.397,-0.017,67.54,118.75,0.031,2.04,9.784,7.16E-05,0.00184123,0.002276484
4775.5,9.28,7.611,8.995,472.44,80.708,0,2.025,5.09,0.401,-0.017,67.4,119.59,0.031,2.04,9.784,8.45E-05,0.001733443,0.001789168
4776,9.27,6.775,8.232,547.57,80.859,0,2.022,5.09,0.402,-0.017,67.59,122.44,0.026,2.04,9.784,9.74E-05,0.000941217,0.001032383
4776.5,9.31,6.202,6.303,575.65,81.25,0,2.019,5.08,0.404,-0.018,68.15,123.12,0.021,2.04,9.784,0.000110223,0.000561025,0.000832859
4777,9.33,6.567,7.313,805.15,81.523,0,2.021,5.02,0.403,-0.018,68.63,155.04,0.02,2.04,9.784,0.000123095,0.00075731,0.001511358
4777.5,9.29,5.816,6.861,949.42,81.25,0,2.02,4.98,0.404,-0.018,68.47,153.89,0.027,2.04,9.784,0.000135967,0.002123958,0.003792929
4778,9.27,6.745,7.524,1033.35,81.289,0,2.022,4.97,0.403,-0.018,68.5,153.09,0.035,2.04,9.784,0.000109648,0.005429222,0.007760358
4778.5,9.23,6.114,6.482,1182.78,81.68,0,2.025,4.97,0.401,-0.018,68.26,152.27,0.033,2.04,9.784,8.33E-05,0.003576117,0.004998357
4779,9.2,7.273,7.633,1775.13,81.68,0,2.028,4.98,0.399,-0.018,67.98,152.72,0.024,2.04,9.784,5.70E-05,0.000849949,0.000844165
4779.5,9.18,5.932,6.329,1743.56,81.563,0,2.026,4.99,0.4,-0.018,67.29,117.9,0.013,2.04,9.784,3.07E-05,0.000143727,7.56E-05
4780,9.19,6.198,6.827,1828.6,81.641,0,2.02,5,0.404,-0.018,67.52,119.11,0.008,2.04,9.784,4.37E-06,1.59E-05,0.000122628
4780.5,9.18,5.367,5.86,1787.26,81.602,0,2.017,5,0.405,-0.018,67.89,120.74,0.014,2.04,9.784,1.74E-05,0.00030303,0.000359766
4781,9.19,5.772,6.378,1808.83,81.68,0,2.021,5,0.403,-0.018,68.37,121.72,0.021,2.04,9.784,3.05E-05,0.000816291,0.000502787
4781.5,9.23,6.023,6.125,1669.83,81.758,0,2.036,4.99,0.394,-0.018,68.32,122.14,0.028,2.04,9.784,4.36E-05,0.003408836,0.00061329
4782,9.12,6.235,6.146,1545.26,81.68,0,2.053,4.97,0.384,-0.017,67.67,155.57,0.033,2.04,9.784,5.66E-05,0.004589256,0.000196026
4782.5,9.16,6.328,5.308,1683.12,81.25,0,2.06,4.97,0.38,-0.017,67.32,154.55,0.032,2.04,9.784,6.97E-05,0.003070543,0.000178407
4783,9.15,5.996,5.049,1172.38,81.375,0,2.046,5,0.388,-0.017,67.02,153.81,0.027,2.04,9.784,8.15E-05,0.001434413,0.00010627
4783.5,9.16,5.694,4.12,548.82,81.523,0,2.03,5.01,0.398,-0.017,67.69,154.14,0.022,2.04,9.784,9.34E-05,0.000694004,0.000112695
4784,9.17,5.691,3.965,620.26,81.25,0,2.021,5.02,0.403,-0.018,66.03,154.64,0.021,2.04,9.784,0.000105288,0.000607613,0.00036099
4784.5,9.13,5.901,3.939,510.32,81.406,0,2.023,5.04,0.402,-0.017,66.92,155.16,0.023,2.04,9.784,0.000117157,0.001107208,0.001225152
4785,9.11,6.549,3.995,319.19,81.25,0,2.029,5.04,0.398,-0.017,66.61,155.01,0.027,2.04,9.784,0.000129026,0.00195645,0.001614767
4785.5,9.11,7.052,4.728,213.04,80.781,0,2.042,5.03,0.39,-0.017,64.81,149.84,0.025,2.04,9.784,0.000103469,0.001934281,0.001345498
4786,9.1,6.868,4.032,137.68,80.625,0,2.061,5.03,0.379,-0.017,66.4,147.97,0.02,2.04,9.784,7.79E-05,0.001002972,0.000614489
4786.5,9.06,7.042,4.233,110.82,80.43,0,2.084,5.11,0.366,-0.016,64.72,147.2,0.014,2.04,9.784,5.24E-05,0.000254486,0.000241998
4787,9.09,6.478,4.106,65.72,80,0,2.123,5.28,0.343,-0.014,62.57,142.88,0.01,2.04,9.784,2.68E-05,2.67E-05,2.46E-05
4787.5,9.1,6.639,5.161,61.22,80,0,2.236,5.41,0.277,-0.012,60.04,138.1,0.01,2.04,9.784,1.24E-06,2.42E-05,5.73E-06
4788,9,6.508,5.448,37.99,79.414,0,2.412,5.42,0.175,-0.007,57.51,128.11,0.013,2.924,15.118,0.001234226,0.000109804,4.55E-05
4788.5,9.04,9.957,8.08,27.25,78.867,0.051,2.588,5.19,0.072,0.004,62.66,127.28,0.027,2.883,13.298,0.002467214,0.002708163,0.000703484
4789,9.01,25.224,20.848,11.63,78.516,0.033,2.694,4.86,0.009,0.046,73.48,152.99,0.06,2.867,11.503,0.003700203,0.05391416,0.005234472
4789.5,8.96,52.94,46.084,5.36,78.75,0,2.72,4.49,-0.006,0.135,85.56,174.84,0.097,2.864,9.705,0.004933191,0.360246404,0.016026574
4790,9.08,81.682,71.569,2.61,78.789,0.147,2.666,4.2,0.025,0.207,89.08,184.66,0.091,2.865,8.834,0.00616618,0.29356179,0.018639973
4790.5,9.15,98.477,87.025,1.9,79.375,0.179,2.595,4.01,0.067,0.244,88.48,188.98,0.088,2.86,8.712,0.0072028,0.260295288,0.023232635
4791,9.15,104.317,92.185,1.7,79.414,0.186,2.549,3.92,0.094,0.245,86.87,183.9,0.094,2.848,9.178,0.00823942,0.314696214,0.020593682
4791.5,8.99,107.024,94.726,1.42,79.727,0.202,2.55,3.88,0.093,0.271,87.34,183.13,0.104,2.83,9.787,0.009276041,0.462972014,0.019885696
4792,9.09,110.191,96.399,1.11,79.844,0.215,2.547,3.79,0.095,0.289,88.75,185.12,0.113,2.823,10.125,0.010312661,0.639057533,0.008946079
4792.5,9.09,112.643,98.006,1.01,80,0.234,2.522,3.69,0.11,0.313,88.32,186.12,0.112,2.823,10.478,0.011349281,0.655900163,0.003154198
4793,9.02,115.161,99.254,0.96,80.508,0.24,2.491,3.58,0.128,0.315,95.47,192.56,0.116,2.834,10.289,0.314685952,0.801877053,0
4793.5,9.11,120.015,102.495,0.88,80.781,0.259,2.469,3.53,0.141,0.339,97.77,199.15,0.107,2.835,9.936,0.618022623,0.618316071,0.022353527
4794,9.09,119.989,102.895,0.81,81.133,0.272,2.441,3.5,0.157,0.35,99.7,204.81,0.126,2.836,9.292,0.921359294,1.902649567,0.443157087
4794.5,9.02,116.833,100.983,0.77,81.289,0.275,2.445,3.64,0.155,0.357,96.79,203.15,0.174,2.834,9.113,1.224695965,13.897485,5.167839826
4795,8.92,110.952,95.615,0.76,81.289,0.26,2.428,3.92,0.165,0.329,96.84,202.47,0.214,2.831,8.998,1.528032636,49.29837005,19.6866422
