UWI,Fm Name [42] (*=Aliased),Src,MD,SSTVD,TVD,Qual,Time(ms),Rpt,Sym,Hole Angle,Chg Date,Remarks,Desc
26033221300000,SaltPlain,Petrel,5461.18,-1321.18,5461.18,,,,,,,,
26033221300000,StoneCorral,Petrel,5553.32,-1413.32,5553.32,,,,,,,,
26033221300000,Wolfcamp,Petrel,5566.34,-1426.34,5566.34,,,,,,,,
26033221300000,Cherokee,Petrel,6540,-2400,6540,,,,,,,,
26033221300000,Precambrian,Petrel,6698,-2558,6698,,,,,,,,
5121110240000,SharonSprings,Petrel,2873.55,1519.45,2873.55,,,,,,,,
5121110240000,Niobrara,Petrel,2925.05,1467.95,2925.05,,,,,,,,
5121110240000,Niobrara_C_Chalk,Petrel,3208.96,1184.04,3208.96,,,,,,,,
5121110240000,FtHays,Petrel,3281.02,1111.98,3281.02,,,,,,,,
5121110240000,Carlile,Petrel,3340.19,1052.81,3340.19,,,,,,,,
5121110240000,Greenhorn,Petrel,3496.86,896.14,3496.86,,,,,,,,
5121110240000,Graneros,Petrel,3559.43,833.57,3559.43,,,,,,,,
5121110240000,Mowry,Petrel,3668.11,724.89,3668.11,,,,,,,,
5121110240000,D_Sand,Petrel,3760,633,3760,,,,,,,,
5121110240000,Huntsman,Petrel,3794.96,598.04,3794.96,,,,,,,,
5121110240000,J_Sand,Petrel,3814.27,578.73,3814.27,,,,,,,,
5121110240000,SkullCreek_Sh,Petrel,3996.66,396.34,3996.66,,,,,,,,
5121110240000,Lakota_U,Petrel,4109.74,283.26,4109.74,,,,,,,,
5121110240000,Lakota_L,Petrel,4165.19,227.81,4165.19,,,,,,,,
5121110240000,Morrison,Petrel,4235.93,157.07,4235.93,,,,,,,,
5121110240000,Morrison_HotSh,Petrel,4298.13,94.87,4298.13,,,,,,,,
5121110240000,Jurassic_L,Petrel,4370.75,22.25,4370.75,,,,,,,,
5121110240000,SundanceBase,Petrel,4474.06,-81.06,4474.06,,,,,,,,
5121110240000,Forelle,Petrel,4479.75,-86.75,4479.75,,,,,,,,
5121110240000,Minnekahta,Petrel,4503.15,-110.15,4503.15,,,,,,,,
5121110240000,Opeche,Petrel,4527.14,-134.14,4527.14,,,,,,,,
5121110240000,Blaine,Petrel,4602.43,-209.43,4602.43,,,,,,,,
5121110240000,Flowerpot_Sh,Petrel,4816,-423,4816,,,,,,,,
5121110240000,Flowerpot_Anhy,Petrel,4840.48,-447.48,4840.48,,,,,,,,
5121110240000,Lyons,Petrel,4865.56,-472.56,4865.56,,,,,,,,
5121110240000,SaltPlain,Petrel,4935.24,-542.24,4935.24,,,,,,,,
5121110240000,StoneCorral,Petrel,4986.1,-593.1,4986.1,,,,,,,,
5121110240000,Sumner,Petrel,5009.31,-616.31,5009.31,,,,,,,,
5121110240000,Wolfcamp,Petrel,5159.36,-766.36,5159.36,,,,,,,,
5121110240000,Virgil,Petrel,5689.37,-1296.37,5689.37,,,,,,,,
5121110240000,Cherokee,Petrel,6255,-1862,6255,,,,,,,,
5121110240000,Mississippian,Petrel,6743.97,-2350.97,6743.97,,,,,,,,
