DEPT,CAL_N,SGR_N,CGR_N,RESDEEP_N,SP_N,POR_N,RHOB_N,PE_N,DPHI_N,NPHI_N,DTC_N,DTS_N,TCMR,RHOMAA_N,UMAA_N,K_GD_N,K_SDR_N,K_TIM_N,K_CORE_AIR,K_CORE_BRINE
4735,9.08,28.266,21.758,127.91,80,0,2.124,5.1,0.343,0.085,90.85,159.74,0.195,2.04,9.784,3.868685827,6.71843614,0.510692174,,
4735.5,9.27,31.146,25.458,77.91,80.313,0,2.125,5.18,0.342,0.07,86.95,148.75,0.164,2.04,9.784,1.247757972,2.379874306,0.408590488,,
4736,9.46,26.124,21.189,124.47,80.156,0,2.104,5.17,0.355,0.008,74.3,129.16,0.106,2.04,9.784,0.069322572,0.168083963,0.306488802,,
4736.5,8.92,17.716,14.294,311.08,80.234,0,2.085,5.04,0.365,-0.005,69.5,138.04,0.055,2.04,9.784,0.000505388,0.00184771,0.204387116,,
4737,8.91,11.225,8.841,876.19,80,0,2.074,4.93,0.372,-0.009,69.05,146.93,0.028,2.04,9.784,2.67E-06,1.52E-05,0.102285431,,
4737.5,8.89,9.17,7.637,1022.09,80.156,0,2.059,4.87,0.381,-0.009,69.89,155.82,0.028,2.04,9.784,2.63E-06,1.49E-05,0.000183745,,
4738,8.9,9.517,7.867,455.1,80,0,2.047,4.86,0.388,-0.008,70.19,157.72,0.028,2.04,9.784,1.43E-06,8.54E-06,0.00128187,,
4738.5,8.92,10.499,7.73,295.99,80.156,0,2.041,4.83,0.391,-0.006,70.28,128.38,0.03,2.04,9.784,1.97E-06,1.15E-05,0.002379994,,
4739,8.93,12.327,9.8,282.1,80.039,0,2.04,4.82,0.392,-0.004,69.41,122.69,0.041,2.04,9.784,1.54E-05,7.56E-05,0.003478119,,
4739.5,8.93,13.034,9.643,343.74,80.313,0,2.041,4.82,0.391,-0.004,68.41,116.05,0.059,2.04,9.784,0.000262125,0.001017698,0.004576243,,
4740,8.91,13.302,10.597,438.82,80.625,0,2.045,4.81,0.389,-0.004,67.71,111.32,0.07,2.04,9.784,0.000776608,0.002756117,0.005674368,,
4740.5,8.89,13.106,10.629,594.12,80.586,0,2.05,4.75,0.386,-0.004,66.91,112.68,0.084,2.04,9.784,0.002731439,0.008731422,0.007676164,,
4741,8.9,14.377,11.278,287.25,80.742,0,2.058,4.68,0.381,0,66.69,129.74,0.102,2.04,9.784,0.011955747,0.033781775,0.00967796,,
4741.5,8.89,16.433,11.915,184.66,81.055,0,2.064,4.71,0.378,0.013,75.48,143.57,0.115,2.04,9.784,0.033088821,0.085854169,0.011679756,,
4742,8.87,19.915,15.287,138.24,81.172,0,2.08,4.77,0.368,0.034,83.62,161.13,0.118,2.04,9.784,0.038637887,0.098950566,0.013681551,,
4742.5,9.17,22.278,17.919,109.14,81.25,0,2.102,4.75,0.356,0.048,88.43,163.81,0.111,2.04,9.784,0.023610088,0.06301346,0.015683347,,
4743,8.99,24.944,20.659,75.09,81.094,0,2.118,4.58,0.346,0.055,88.51,163.42,0.099,2.04,9.784,0.009141861,0.026421619,0.013146339,,
4743.5,9.42,24.452,19.993,78.93,81.25,0,2.13,4.39,0.339,0.056,82.85,156.41,0.092,2.04,9.784,0.005226736,0.015828901,0.010609331,,
4744,8.89,22.968,19.621,123.49,81.523,0,2.128,4.32,0.34,0.065,77.23,146.77,0.083,2.04,9.784,0.003122112,0.009863579,0.008072323,,
4744.5,8.85,20.611,16.688,189.73,81.445,0,2.124,4.32,0.343,0.055,76.38,148.33,0.073,2.04,9.784,0.001462843,0.004917122,0.005535315,,
4745,8.85,18.774,15.887,173.95,81.484,0,2.101,4.35,0.356,0.039,77.72,150.89,0.068,2.04,9.784,0.001153655,0.003950308,0.002998307,,
4745.5,8.87,17.95,14.77,140.44,81.406,0,2.087,4.39,0.364,0.038,79.25,151.31,0.069,2.04,9.784,0.001214262,0.004139153,0.004760242,,
4746,8.9,17.998,14.512,139.37,81.797,0,2.078,4.44,0.37,0.04,78.69,151.15,0.078,2.04,9.784,0.002695841,0.008606232,0.006522178,,
4746.5,9.01,18.008,15.153,159.24,81.583,0,2.085,4.48,0.366,0.03,74.42,147.58,0.085,2.04,9.784,0.003925172,0.012158255,0.008284114,,
4747,8.95,16.871,15.204,172.34,81.875,0,2.077,4.46,0.37,0.019,71.73,137.83,0.089,2.04,9.784,0.004816536,0.014675616,0.01004605,,
4747.5,8.93,15.317,14.111,179.38,81.758,0,2.074,4.42,0.372,0.018,79.96,147.74,0.1,2.04,9.784,0.010276612,0.029397097,0.011807986,,
4748,8.92,16.781,14.754,129.99,81.758,0,2.07,4.43,0.374,0.061,85.66,161.53,0.113,2.04,9.784,0.027671086,0.072892909,0.010235183,,
4748.5,8.94,20.66,17.905,125.02,81.719,0,2.084,4.5,0.366,0.097,88.55,166.98,0.119,2.04,9.784,0.035370156,0.091314648,0.008662381,,
4749,8.93,22.699,19.825,63.55,81.523,0,2.086,4.6,0.365,0.096,85.37,165.06,0.115,2.04,9.784,0.024667798,0.065660728,0.007089578,,
4749.5,8.96,20.654,18.275,95.75,81.563,0,2.09,4.7,0.363,0.055,78.53,158.25,0.103,2.04,9.784,0.009682356,0.027879585,0.005516775,,
4750,8.94,17.816,16.243,156.17,81.445,0,2.093,4.75,0.361,0.021,74.85,152.99,0.083,2.04,9.784,0.001867365,0.006169905,0.003943972,,
4750.5,8.92,15.842,14.438,116.56,81.484,0,2.113,4.74,0.349,0.012,73.15,150,0.064,2.04,9.784,0.00029777,0.001146305,0.003156112,,
4751,8.9,13.866,12.614,126.91,81.445,0,2.115,4.73,0.348,0.002,70.07,131.42,0.042,2.04,9.784,1.52E-05,7.48E-05,0.002368251,,
4751.5,8.93,11.167,10.575,87.58,81.328,0,2.099,4.82,0.357,-0.006,68.78,125.51,0.022,2.04,9.784,4.80E-07,3.14E-06,0.001580391,,
4752,8.93,8.326,8.146,134.48,81.25,0,2.065,4.93,0.377,-0.012,70.06,128.03,0.011,2.04,9.784,5.27E-09,5.00E-08,0.00079253,,
4752.5,8.92,7.351,6.013,231.42,81.25,0,2.043,5.01,0.39,-0.014,68.18,125.82,0.014,2.04,9.784,2.80E-08,2.32E-07,4.67E-06,,
4753,8.93,6.729,5.095,313.94,81.25,0,2.034,4.98,0.395,-0.014,67.7,125,0.014,2.04,9.784,3.71E-08,2.99E-07,0.000582209,,
4753.5,8.93,6.632,5.423,337.6,81.25,0,2.035,4.97,0.394,-0.015,69.02,123.02,0.017,2.04,9.784,5.32E-07,3.42E-06,0.001159748,,
4754,8.93,6.628,4.865,355.28,81.094,0,2.037,4.97,0.394,-0.014,69.41,120.28,0.023,2.04,9.784,7.44E-06,3.83E-05,0.001737287,,
4754.5,8.94,7.324,5.964,533.24,81.094,0,2.041,5.03,0.391,-0.014,69.79,119.38,0.029,2.04,9.784,4.22E-05,0.000187752,0.002314826,,
4755,8.94,8.254,6.777,479.26,81.016,0,2.039,5.08,0.393,-0.014,69.31,119.51,0.031,2.04,9.784,8.51E-05,0.00035721,0.002892366,,
4755.5,8.91,8.149,6.813,287.8,81.133,0,2.035,5.09,0.395,-0.014,68.47,126.48,0.028,2.04,9.784,2.12E-05,0.000100062,0.002320135,,
4756,8.93,7.25,5.909,222.83,81.25,0,2.029,5.06,0.398,-0.015,68.19,123.31,0.026,2.04,9.784,4.48E-06,2.42E-05,0.001747905,,
4756.5,8.92,6.807,5.763,236.9,80.898,0,2.024,5.06,0.401,-0.017,68.04,120.09,0.023,2.04,9.784,1.41E-06,8.37E-06,0.001175675,,
4757,8.94,6.287,5.452,239.29,80.625,0,2.026,5.08,0.4,-0.017,67.45,117.13,0.02,2.04,9.784,6.84E-07,4.32E-06,0.000603445,,
4757.5,8.92,6.31,4.856,251.93,80.781,0,2.032,5.1,0.397,-0.017,67.37,115.78,0.018,2.04,9.784,4.62E-07,3.01E-06,3.12E-05,,
4758,8.92,6.777,5.955,272.14,80.82,0,2.043,5.07,0.39,-0.016,67.58,114.25,0.02,2.04,9.784,7.93E-07,4.95E-06,0.000107046,,
4758.5,8.92,6.663,5.36,299.01,80.703,0,2.052,4.98,0.385,-0.015,66.44,121.33,0.019,2.04,9.784,7.40E-07,4.64E-06,0.000182877,,
4759,8.93,7.016,5.872,273.51,80.547,0,2.053,4.9,0.384,-0.015,66.99,123.36,0.024,2.04,9.784,2.03E-06,1.17E-05,0.000258708,,
4759.5,8.95,7.316,5.999,310.76,80.352,0,2.046,4.94,0.389,-0.012,68.7,128.58,0.035,2.04,9.784,1.28E-05,6.38E-05,0.000334539,,
4760,8.95,10.796,8.318,326.9,80.039,0,2.038,5.05,0.393,-0.009,68.53,130.36,0.049,2.04,9.784,7.90E-05,0.000338608,0.00041037,,
4760.5,9.08,13.486,9.564,171.25,80.078,0,2.04,5.09,0.392,-0.006,77.81,135.21,0.059,2.04,9.784,0.000247681,0.000966427,1.022952883,,
4761,9.02,15.764,11.118,96,80.078,0,2.047,4.95,0.388,-0.002,87.09,139.04,0.064,2.04,9.784,0.000487377,0.001797568,2.045495395,,
4761.5,9.04,16.778,12.628,63.39,80.156,0,2.053,4.74,0.384,0.004,69.2,137.03,0.079,2.04,9.784,0.002831408,0.009003922,3.068037907,,
4762,9.28,19.687,14.657,48.21,79.922,0,2.054,4.65,0.383,0.014,86.04,153.38,0.121,2.04,9.784,0.12361752,0.286034006,4.09058042,,
4762.5,9.28,23.538,17.106,31.28,79.844,0,2.068,4.73,0.375,0.107,101.32,187.56,0.211,2.04,9.784,15.98229496,24.56743951,5.113122932,,
4763,9.62,28.463,21.205,16.53,79.688,0.307,2.091,4.89,0.362,0.24,105.55,185.42,0.281,2.04,9.784,151.9881355,193.4502596,4.090728063,,
4763.5,10.31,29.111,22.396,12.11,80,0.301,2.121,4.94,0.345,0.25,98.81,167.75,0.278,2.04,9.784,150.9657468,192.2171895,3.068333193,,
4764,9.55,25.018,19.877,19.14,79.766,0.269,2.129,4.83,0.34,0.171,83.79,148.37,0.216,2.04,9.784,20.92547778,31.43682192,2.045938324,,
4764.5,8.95,19.638,15.551,52.86,80,0,2.118,4.66,0.346,0.033,77.09,135.94,0.125,2.04,9.784,0.239747344,0.52390959,1.023543455,,
4765,9.01,14.951,12.174,85.69,79.766,0,2.092,4.58,0.361,0.005,74.74,138.69,0.052,2.04,9.784,9.71E-05,0.000409762,0.001148586,,
4765.5,9.01,12.929,10.564,362.54,79.792,0,2.067,4.63,0.376,-0.004,70.55,124.52,0.034,2.04,9.784,9.35E-06,4.78E-05,0.000923396,,
4766,8.96,9.715,8.352,343.38,79.961,0,2.043,4.8,0.39,-0.01,68.88,148.73,0.022,2.04,9.784,1.94E-06,1.12E-05,0.000698206,,
4766.5,8.94,8.45,7.388,586.69,80.078,0,2.026,4.94,0.4,-0.013,69.14,146.37,0.017,2.04,9.784,5.20E-07,3.35E-06,0.000473017,,
4767,8.94,7.914,6.12,463.6,80,0,2.022,4.97,0.402,-0.013,70.48,150.04,0.016,2.04,9.784,3.31E-07,2.21E-06,0.000247827,,
4767.5,8.94,8.646,6.357,399.24,79.883,0,2.034,4.94,0.395,-0.011,71.26,141.62,0.019,2.04,9.784,4.45E-07,2.92E-06,2.26E-05,,
4768,8.96,10.015,7.99,277.33,79.648,0,2.043,4.94,0.39,-0.01,70.68,133.2,0.024,2.04,9.784,6.24E-07,4.00E-06,0.001299754,,
4768.5,8.98,10.2,7.595,401.62,79.805,0,2.037,4.95,0.394,-0.011,68.99,124.78,0.033,2.04,9.784,5.16E-06,2.78E-05,0.002576871,,
4769,8.99,10.404,8.421,314.89,79.805,0,2.027,4.91,0.4,-0.011,67.72,127.27,0.046,2.04,9.784,4.44E-05,0.000199909,0.003853987,,
4769.5,8.99,10.023,7.626,735.62,79.766,0,2.025,4.85,0.4,-0.009,73.74,132.93,0.063,2.04,9.784,0.000406982,0.001523453,0.005131104,,
4770,9.04,11.998,8.71,270.46,79.648,0,2.031,4.87,0.397,-0.003,77.4,141.69,0.085,2.04,9.784,0.003640004,0.011350008,0.006408221,,
4770.5,9.01,15.309,11.717,186.67,80,0,2.055,4.96,0.383,0.016,76.43,143.16,0.097,2.04,9.784,0.010138766,0.029017451,0.005177629,,
4771,9.03,17.365,16.109,106.24,80,0,2.071,5.03,0.373,0.023,75.63,147.82,0.097,2.04,9.784,0.011182018,0.031728711,0.003947037,,
4771.5,9.26,16.267,14.717,120.47,80.156,0,2.076,5.02,0.371,0.011,73.06,131.24,0.084,2.04,9.784,0.004162005,0.012815371,0.002716445,,
4772,9.19,11.565,10.137,308.8,80.078,0,2.055,4.97,0.383,-0.006,68.43,125.69,0.059,2.04,9.784,0.000477127,0.001757358,0.001485852,,
4772.5,9.23,8.239,8.398,653.03,80.234,0,2.041,4.94,0.391,-0.012,68.21,121.13,0.032,2.04,9.784,9.36E-06,4.77E-05,0.00025526,,
4773,9.28,7.196,7.949,1684.26,80.625,0,2.046,4.97,0.388,-0.013,68.43,119.67,0.028,2.04,9.784,3.76E-06,2.07E-05,0.00021853,,
4773.5,9.24,7.989,8.823,971.33,80.547,0,2.051,4.98,0.385,-0.014,68.37,120.95,0.025,2.04,9.784,1.87E-06,1.09E-05,0.000181799,,
4774,9.31,7.674,8.953,599.25,80.352,0,2.049,5,0.387,-0.015,68.34,119.14,0.025,2.04,9.784,9.64E-07,5.96E-06,0.000145068,,
4774.5,9.31,7.942,8.563,571.76,80.586,0,2.039,5.01,0.393,-0.016,67.9,118.94,0.028,2.04,9.784,1.27E-06,7.71E-06,0.000108338,,
4775,9.31,7.682,9.421,469.89,80.586,0,2.032,5.05,0.397,-0.017,67.54,118.75,0.031,2.04,9.784,2.20E-06,1.27E-05,7.16E-05,,
4775.5,9.28,7.611,8.995,472.44,80.708,0,2.025,5.09,0.401,-0.017,67.4,119.59,0.031,2.04,9.784,2.00E-06,1.17E-05,8.45E-05,,
4776,9.27,6.775,8.232,547.57,80.859,0,2.022,5.09,0.402,-0.017,67.59,122.44,0.026,2.04,9.784,8.44E-07,5.27E-06,9.74E-05,,
4776.5,9.31,6.202,6.303,575.65,81.25,0,2.019,5.08,0.404,-0.018,68.15,123.12,0.021,2.04,9.784,4.11E-07,2.72E-06,0.000110223,,
4777,9.33,6.567,7.313,805.15,81.523,0,2.021,5.02,0.403,-0.018,68.63,155.04,0.02,2.04,9.784,6.52E-07,4.13E-06,0.000123095,,
4777.5,9.29,5.816,6.861,949.42,81.25,0,2.02,4.98,0.404,-0.018,68.47,153.89,0.027,2.04,9.784,2.90E-06,1.63E-05,0.000135967,,
4778,9.27,6.745,7.524,1033.35,81.289,0,2.022,4.97,0.403,-0.018,68.5,153.09,0.035,2.04,9.784,1.12E-05,5.62E-05,0.000109648,,
4778.5,9.23,6.114,6.482,1182.78,81.68,0,2.025,4.97,0.401,-0.018,68.26,152.27,0.033,2.04,9.784,5.95E-06,3.16E-05,8.33E-05,,
4779,9.2,7.273,7.633,1775.13,81.68,0,2.028,4.98,0.399,-0.018,67.98,152.72,0.024,2.04,9.784,7.42E-07,4.68E-06,5.70E-05,,
4779.5,9.18,5.932,6.329,1743.56,81.563,0,2.026,4.99,0.4,-0.018,67.29,117.9,0.013,2.04,9.784,5.89E-08,4.55E-07,3.07E-05,,
4780,9.19,6.198,6.827,1828.6,81.641,0,2.02,5,0.404,-0.018,67.52,119.11,0.008,2.04,9.784,2.48E-09,2.48E-08,4.37E-06,,
4780.5,9.18,5.367,5.86,1787.26,81.602,0,2.017,5,0.405,-0.018,67.89,120.74,0.014,2.04,9.784,1.76E-07,1.24E-06,1.74E-05,,
4781,9.19,5.772,6.378,1808.83,81.68,0,2.021,5,0.403,-0.018,68.37,121.72,0.021,2.04,9.784,7.19E-07,4.53E-06,3.05E-05,,
4781.5,9.23,6.023,6.125,1669.83,81.758,0,2.036,4.99,0.394,-0.018,68.32,122.14,0.028,2.04,9.784,5.77E-06,3.06E-05,4.36E-05,,
4782,9.12,6.235,6.146,1545.26,81.68,0,2.053,4.97,0.384,-0.017,67.67,155.57,0.033,2.04,9.784,8.72E-06,4.48E-05,5.66E-05,,
4782.5,9.16,6.328,5.308,1683.12,81.25,0,2.06,4.97,0.38,-0.017,67.32,154.55,0.032,2.04,9.784,4.76E-06,2.58E-05,6.97E-05,,
4783,9.15,5.996,5.049,1172.38,81.375,0,2.046,5,0.388,-0.017,67.02,153.81,0.027,2.04,9.784,1.57E-06,9.31E-06,8.15E-05,,
4783.5,9.16,5.694,4.12,548.82,81.523,0,2.03,5.01,0.398,-0.017,67.69,154.14,0.022,2.04,9.784,5.52E-07,3.57E-06,9.34E-05,,
4784,9.17,5.691,3.965,620.26,81.25,0,2.021,5.02,0.403,-0.018,66.03,154.64,0.021,2.04,9.784,4.57E-07,3.00E-06,0.000105288,,
4784.5,9.13,5.901,3.939,510.32,81.406,0,2.023,5.04,0.402,-0.017,66.92,155.16,0.023,2.04,9.784,1.10E-06,6.69E-06,0.000117157,,
4785,9.11,6.549,3.995,319.19,81.25,0,2.029,5.04,0.398,-0.017,66.61,155.01,0.027,2.04,9.784,2.52E-06,1.44E-05,0.000129026,,
4785.5,9.11,7.052,4.728,213.04,80.781,0,2.042,5.03,0.39,-0.017,64.81,149.84,0.025,2.04,9.784,2.54E-06,1.44E-05,0.000103469,,
4786,9.1,6.868,4.032,137.68,80.625,0,2.061,5.03,0.379,-0.017,66.4,147.97,0.02,2.04,9.784,1.00E-06,6.12E-06,7.79E-05,,
4786.5,9.06,7.042,4.233,110.82,80.43,0,2.084,5.11,0.366,-0.016,64.72,147.2,0.014,2.04,9.784,1.35E-07,9.74E-07,5.24E-05,,
4787,9.09,6.478,4.106,65.72,80,0,2.123,5.28,0.343,-0.014,62.57,142.88,0.01,2.04,9.784,4.88E-09,4.66E-08,2.68E-05,,
4787.5,9.1,6.639,5.161,61.22,80,0,2.236,5.41,0.277,-0.012,60.04,138.1,0.01,2.04,9.784,4.20E-09,4.06E-08,1.24E-06,,
4788,9,6.508,5.448,37.99,79.414,0,2.412,5.42,0.175,-0.007,57.51,128.11,0.013,2.924,15.118,3.90E-08,3.13E-07,0.001234226,,
4788.5,9.04,9.957,8.08,27.25,78.867,0.051,2.588,5.19,0.072,0.004,62.66,127.28,0.027,2.883,13.298,4.15E-06,2.26E-05,0.002467214,,
4789,9.01,25.224,20.848,11.63,78.516,0.033,2.694,4.86,0.009,0.046,73.48,152.99,0.06,2.867,11.503,0.000311512,0.001191883,0.003700203,,
4789.5,8.96,52.94,46.084,5.36,78.75,0,2.72,4.49,-0.006,0.135,85.56,174.84,0.097,2.864,9.705,0.004874992,0.014880728,0.004933191,,
4790,9.08,81.682,71.569,2.61,78.789,0.147,2.666,4.2,0.025,0.207,89.08,184.66,0.091,2.865,8.834,0.003639119,0.011373392,0.00616618,,
4790.5,9.15,98.477,87.025,1.9,79.375,0.179,2.595,4.01,0.067,0.244,88.48,188.98,0.088,2.86,8.712,0.003049083,0.009671614,0.0072028,,
4791,9.15,104.317,92.185,1.7,79.414,0.186,2.549,3.92,0.094,0.245,86.87,183.9,0.094,2.848,9.178,0.004004594,0.012424153,0.00823942,,
4791.5,8.99,107.024,94.726,1.42,79.727,0.202,2.55,3.88,0.093,0.271,87.34,183.13,0.104,2.83,9.787,0.006995878,0.020734997,0.009276041,,
4792,9.09,110.191,96.399,1.11,79.844,0.215,2.547,3.79,0.095,0.289,88.75,185.12,0.113,2.823,10.125,0.011151527,0.031811736,0.010312661,,
4792.5,9.09,112.643,98.006,1.01,80,0.234,2.522,3.69,0.11,0.313,88.32,186.12,0.112,2.823,10.478,0.011605126,0.032989794,0.011349281,,
4793,9.02,115.161,99.254,0.96,80.508,0.24,2.491,3.58,0.128,0.315,95.47,192.56,0.116,2.834,10.289,0.015653014,0.043378678,0.314685952,,
4793.5,9.11,120.015,102.495,0.88,80.781,0.259,2.469,3.53,0.141,0.339,97.77,199.15,0.107,2.835,9.936,0.010763318,0.030753598,0.618022623,,
4794,9.09,119.989,102.895,0.81,81.133,0.272,2.441,3.5,0.157,0.35,99.7,204.81,0.126,2.836,9.292,0.057241879,0.141923471,0.921359294,,
4794.5,9.02,116.833,100.983,0.77,81.289,0.275,2.445,3.64,0.155,0.357,96.79,203.15,0.174,2.834,9.113,1.082401723,2.094609016,1.224695965,,
4795,8.92,110.952,95.615,0.76,81.289,0.26,2.428,3.92,0.165,0.329,96.84,202.47,0.214,2.831,8.998,7.032812078,11.62382348,1.528032636,,
4795.5,9.07,107.824,92.691,0.79,81.25,0.269,2.443,4.29,0.156,0.346,95.09,200.67,0.21,2.831,9.115,5.724205907,9.627803803,1.223774306,,
4796,8.91,109.687,93.374,0.82,81.367,0.273,2.436,4.47,0.16,0.351,93.08,194.42,0.178,2.83,9.206,1.160764451,2.234179698,0.919515976,,
4796.5,8.88,112.987,97.037,0.86,81.406,0.267,2.481,4.37,0.134,0.353,91.57,189.83,0.134,2.83,9.271,0.074042145,0.179837721,0.615257646,,
4797,8.97,119.624,104.246,0.9,81.68,0.231,2.5,4.11,0.123,0.303,90.69,185.66,0.1,2.823,9.142,0.003919963,0.012209689,0.310999317,,
4797.5,8.89,124.141,109.172,0.95,81.875,0.21,2.517,3.91,0.113,0.275,93.36,187.53,0.099,2.813,8.763,0.004251863,0.013144704,0.006740987,,
4798,8.89,130.674,119.008,0.86,81.875,0.228,2.495,3.85,0.126,0.297,92.4,192.46,0.095,2.808,8.501,0.003383478,0.010661454,0.007352383,,
4798.5,8.9,140.05,126.778,0.79,81.875,0.253,2.488,3.89,0.13,0.333,91.06,194.15,0.099,2.803,8.561,0.003384686,0.0106759,0.007963779,0.00000273,3.33E-09
4799,8.9,140.972,124.948,0.78,82.344,0.263,2.483,3.88,0.132,0.347,90.84,192.96,0.098,2.798,9.077,0.002698675,0.008680464,0.008575176,,
4799.5,8.87,135.959,122.778,0.77,82.461,0.246,2.494,3.82,0.126,0.324,90.32,193.73,0.095,2.798,9.561,0.002354195,0.007655982,0.009186572,,
4800,8.9,128.274,116.273,0.77,82.5,0.239,2.489,3.69,0.129,0.312,92.56,193.15,0.103,2.803,9.659,0.005160686,0.015705548,0.009797968,,
4800.5,8.9,125.711,116.215,0.77,82.578,0.238,2.485,3.55,0.132,0.309,93.65,194.57,0.12,2.811,9.365,0.019534597,0.053151004,0.01044816,,
4801,8.91,125.063,115.181,0.76,82.383,0.235,2.47,3.48,0.14,0.301,93.49,198.98,0.127,2.807,9.195,0.032295669,0.0842077,0.011098352,,
4801.5,8.92,122.473,114.105,0.73,82.5,0.236,2.467,3.48,0.142,0.301,94.54,200.42,0.127,2.809,9.161,0.034422483,0.089274583,0.011748544,,
4802,8.9,123.516,113.302,0.72,82.573,0.238,2.459,3.53,0.147,0.303,95.27,202.26,0.122,2.807,9.25,0.022524905,0.060557526,0.012398736,,
4802.5,8.9,120.89,109.758,0.71,82.852,0.253,2.454,3.51,0.15,0.326,95.11,203.94,0.117,2.816,8.915,0.0137631,0.038586487,0.013048928,,
4803,8.87,125.14,113.65,0.7,83.125,0.256,2.45,3.49,0.152,0.329,95.56,207.16,0.142,2.817,8.649,0.080780242,0.195083764,0.013284859,,
4803.5,8.87,123.779,110.018,0.69,83.281,0.276,2.437,3.53,0.16,0.356,96.02,217.91,0.158,2.822,8.424,0.271103375,0.590666815,0.013520789,,
4804,8.9,127.421,114.285,0.7,83.125,0.279,2.437,3.69,0.16,0.361,95.54,219.33,0.161,2.823,8.682,0.418222649,0.877658435,0.01375672,,
4804.5,8.87,123.722,113.523,0.69,82.852,0.28,2.443,3.84,0.156,0.364,93.59,217.21,0.15,2.827,8.652,0.276578855,0.600493553,0.01399265,,
4805,8.86,125.702,115.494,0.69,82.813,0.265,2.47,3.85,0.14,0.348,92.48,205.48,0.127,2.816,8.593,0.068220628,0.166597005,0.014228581,,
4805.5,8.85,125.942,114.764,0.69,82.93,0.248,2.488,3.69,0.13,0.326,92.18,196.59,0.113,2.793,8.205,0.029672736,0.077664126,0.137688254,,
4806,8.85,123.354,109.113,0.71,82.852,0.223,2.488,3.43,0.13,0.287,89.98,191.05,0.122,2.756,7.964,0.088224551,0.210345711,0.261147926,0.017,0.000254789
4806.5,8.86,118.682,106.419,0.62,83.125,0.202,2.474,3.18,0.138,0.249,91.19,190.04,0.14,2.732,7.657,0.39311588,0.825609903,0.384607599,0.297,0.010122301
4807,8.87,113.427,101.6,0.54,83.125,0.207,2.434,3.01,0.161,0.245,94.02,196.22,0.158,2.718,7.404,1.446036017,2.719686134,0.508067272,,
4807.5,8.82,111.031,100.821,0.48,83.125,0.224,2.385,2.92,0.19,0.252,96.53,203.07,0.171,2.726,7.386,3.310853847,5.803460859,0.631526945,,
4808,8.81,111.649,101.182,0.45,83.125,0.243,2.344,2.9,0.214,0.27,96.5,206.79,0.174,2.735,7.421,3.554764696,6.195760464,0.506563866,,
4808.5,8.81,110.283,100.206,0.45,83.125,0.244,2.334,2.92,0.22,0.265,90.1,201.61,0.17,2.751,7.459,2.39239062,4.314272242,0.381600787,,
4809,8.81,109.475,99.438,0.46,83.125,0.239,2.37,2.99,0.199,0.273,92.56,194.44,0.158,2.774,7.546,0.989742502,1.924629332,0.256637709,,
4809.5,8.83,107.365,97.148,0.52,83.125,0.225,2.42,3.16,0.17,0.269,93.44,199.84,0.138,2.808,7.986,0.196317924,0.438060685,0.13167463,,
4810,8.81,107.338,97.501,0.62,83.281,0.252,2.479,3.41,0.135,0.329,86.1,200.75,0.105,2.845,8.907,0.01415801,0.039464536,0.006711551,,
4810.5,8.79,106.509,94.313,0.69,83.438,0.222,2.557,3.67,0.089,0.3,78.59,179.71,0.08,2.869,9.635,0.001387694,0.004700577,0.007950518,,
4811,8.8,91.72,79.612,0.85,83.75,0.174,2.64,3.82,0.041,0.243,79.85,182.33,0.072,2.872,9.888,0.000588074,0.002140726,0.009189484,,
4811.5,8.87,72.597,61.862,1.27,83.867,0.119,2.708,3.83,0.001,0.168,90.59,189.74,0.079,2.86,9.55,0.001213111,0.004156353,0.010428451,,
4812,8.85,57.959,48.639,1.65,83.867,0.154,2.695,3.74,0.009,0.218,99.83,197.61,0.095,2.842,9.039,0.004635476,0.014197547,0.011667417,,
4812.5,8.83,60.301,50.769,1.7,84.219,0.203,2.637,3.56,0.042,0.284,101.31,204.65,0.106,2.832,8.502,0.010924656,0.031154279,0.012906384,,
4813,8.85,68.059,56.984,1.8,84.453,0.222,2.577,3.36,0.078,0.305,99.61,204.07,0.101,2.829,8.321,0.007375819,0.021738348,0.012206815,,
4813.5,8.82,70.588,60.804,1.82,84.766,0.217,2.555,3.17,0.091,0.292,98.11,199.35,0.098,2.826,8.122,0.005879075,0.017658464,0.011507246,,
4814,8.85,69.469,59.763,1.73,85.039,0.21,2.551,3.05,0.093,0.282,98.56,195.72,0.095,2.819,7.969,0.004742759,0.014502051,0.010807677,,
4814.5,8.85,69.21,59.842,1.58,85.43,0.204,2.548,3.01,0.095,0.273,92.88,183.52,0.093,2.808,7.753,0.003973636,0.012332117,0.010108108,,
4815,8.84,70.611,61.452,1.6,85.664,0.194,2.535,3.06,0.102,0.254,92.43,171.39,0.097,2.801,7.918,0.004625129,0.014183527,0.009408539,,
4815.5,8.84,73.028,63.373,1.89,85.625,0.193,2.525,3.18,0.108,0.25,86.87,161.85,0.089,2.803,8.772,0.002261419,0.007364251,0.007527954,,
4816,8.83,67.896,59.615,1.84,86.211,0.155,2.556,3.38,0.09,0.199,72.56,140.65,0.07,2.831,10.314,0.000405018,0.001522096,0.005647368,,
4816.5,8.79,52.418,47.431,2.28,86.875,0.081,2.649,3.74,0.036,0.109,62.67,121.93,0.045,2.875,12.212,2.76E-05,0.000129542,0.003766782,,
